u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,speed_kph,travel_time,road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v,bridge,tunnel,access,junction
9249685505,9249685502,0,"[1300273674, 1000800051]",trunk,3,60,北苑南路,True,G103,False,252.7576627989434,"LINESTRING (116.6543101 39.8886715, 116.6518648 39.8893908, 116.6515439 39.8894852)",60.0,15.165459767936605,edge_000001,9249685505,9249685502,0,"[1300273674, 1000800051]",node_000001,node_000981,,,,
9249685506,9249685505,0,1002196769,trunk_link,1,,,True,,False,36.02282506727525,"LINESTRING (116.6547315 39.88867, 116.6546727 39.8886744, 116.6544609 39.8886654, 116.6543101 39.8886715)",48.75,2.660147081891095,edge_000002,9249685506,9249685505,0,1002196769,node_000002,node_000001,,,,
321617925,321617927,0,1503593355,motorway,3,120,,True,,False,412.12883668288003,"LINESTRING (116.3388499 39.8207712, 116.3386476 39.8170681)",120.0,12.3638651004864,edge_000003,321617925,321617927,0,1503593355,node_000003,node_000004,,,,
321617925,321617927,1,139831161,motorway,3,120,京开高速,True,G106,False,412.31497554957184,"LINESTRING (116.3388499 39.8207712, 116.3386849 39.8190751, 116.3386476 39.8170681)",120.0,12.369449266487155,edge_000004,321617925,321617927,1,139831161,node_000003,node_000004,,,,
321617927,13760687090,0,1503593355,motorway,3,120,,True,,False,501.8398461171634,"LINESTRING (116.3386476 39.8170681, 116.338845 39.8125575)",120.0,15.055195383514901,edge_000005,321617927,13760687090,0,1503593355,node_000004,node_003964,,,,
321617927,11583971726,0,139831161,motorway,3,120,京开高速,True,G106,False,308.12700053707124,"LINESTRING (116.3386476 39.8170681, 116.3387298 39.8148995, 116.3387594 39.8142984)",120.0,9.243810016112137,edge_000006,321617927,11583971726,0,139831161,node_000004,node_002857,,,,
249561097,249561104,0,242787710,motorway,3,,京藏高速,True,G6;G110,False,44.71024201577461,"LINESTRING (116.3709039 39.990337, 116.3710477 39.9899503)",103.4102564102564,1.5564884649181145,edge_000007,249561097,249561104,0,242787710,node_000005,node_000011,,,,
384253962,384253963,0,33615660,motorway_link,,,,True,,False,82.32395434191679,"LINESTRING (116.4978292 39.8693486, 116.4987777 39.8694834)",51.666666666666664,5.736120689630331,edge_000008,384253962,384253963,0,33615660,node_000006,node_000007,,,,
384253963,8510247018,0,"[29152117, 33615462]",motorway,3,,京哈高速,True,G1;AH1,False,289.0448039538896,"LINESTRING (116.4987777 39.8694834, 116.5009625 39.8694206, 116.5021622 39.8693864)",103.4102564102564,10.06245734567967,edge_000009,384253963,8510247018,0,"[29152117, 33615462]",node_000007,node_001300,yes,,,
1406795788,321719317,0,127031069,motorway_link,,,,True,,False,703.4948129809575,"LINESTRING (116.7288193 39.9268671, 116.7285731 39.9267719, 116.7271001 39.9263105, 116.7256424 39.925938, 116.721082 39.9246798)",51.666666666666664,49.01770309802801,edge_000010,1406795788,321719317,0,127031069,node_000008,node_000947,,,,
321617933,10312453383,0,167454088,motorway,3,,京开高速,True,G106,False,278.4661054698266,"LINESTRING (116.340028 39.8008911, 116.3404754 39.7987126, 116.3405241 39.7984161)",103.4102564102564,9.694183289849656,edge_000011,321617933,10312453383,0,167454088,node_000009,node_001020,,,,
249561104,1359330042,0,"[121399390, 121399414]",motorway_link,,,,True,,False,164.2643429562394,"LINESTRING (116.3710477 39.9899503, 116.3711485 39.9893455, 116.3711831 39.9890277, 116.3711619 39.9887549, 116.3711314 39.9886078, 116.3711035 39.9884832)",51.666666666666664,11.445515509208938,edge_000012,249561104,1359330042,0,"[121399390, 121399414]",node_000011,node_005435,yes,,,
249561104,701732960,0,739539780,motorway,3,,京藏高速,True,G6;G110,False,386.69716856269986,"LINESTRING (116.3710477 39.9899503, 116.3711969 39.989469, 116.3720527 39.986559)",103.4102564102564,13.462009041954643,edge_000013,249561104,701732960,0,739539780,node_000011,node_002071,,,,
1406795796,323139249,0,"[127031014, 127031096, 127031091, 127031030, 1277603800]",motorway,2,,通燕高速,True,G102,False,1732.3511764702857,"LINESTRING (116.7342739 39.9278636, 116.7387584 39.9289756, 116.7389689 39.9290248, 116.7437061 39.9301952, 116.744033 39.9302761, 116.7536111 39.9326426)",103.4102564102564,60.30798541443792,edge_000014,1406795796,323139249,0,"[127031014, 127031096, 127031091, 127031030, 1277603800]",node_000014,node_004934,yes,,,
11205361687,124185804,0,"[165756705, 150899337, 1192350654]",motorway,3,,"['北京-港澳高速公路', '京港澳高速公路']",True,G4,False,1349.9133909529012,"LINESTRING (116.2373687 39.858685, 116.2414915 39.8603337, 116.2452096 39.8618487, 116.2478373 39.8628958, 116.2480124 39.862968, 116.2513817 39.8643135)",103.4102564102564,46.994257398905866,edge_000015,11205361687,124185804,0,"[165756705, 150899337, 1192350654]",node_000016,node_004041,yes,,,
8823259165,320486961,0,"[1023638723, 1023638724, 241923630]",motorway_link,,,,True,,False,370.96346562156043,"LINESTRING (116.2046709 39.9392207, 116.2045737 39.9392638, 116.2045288 39.9393026, 116.2044973 39.9397295, 116.2045001 39.9398953, 116.2044953 39.9400381, 116.204495 39.9406846, 116.2045255 39.9408737, 116.2046088 39.9410371, 116.2047056 39.9411468, 116.2048234 39.9412126, 116.2049645 39.9412648, 116.2051121 39.9412797, 116.2052484 39.9412635, 116.2053782 39.94122, 116.2054803 39.9411578, 116.2055468 39.9410981, 116.2055874 39.941036, 116.2056279 39.9409526, 116.2056717 39.9408357, 116.2057523 39.9405441)",51.666666666666664,25.84777695943776,edge_000016,8823259165,320486961,0,"[1023638723, 1023638724, 241923630]",node_000017,node_005711,yes,,,
1637646369,605307482,0,1233257224,trunk,,,卢沟桥南路,True,G107,False,52.518848408653625,"LINESTRING (116.2256403 39.8476923, 116.2261399 39.8479679)",72.99638989169675,2.5900986959994756,edge_000017,1637646369,605307482,0,1233257224,node_000018,node_000224,,,,
279855139,279855121,0,155236064,trunk_link,,,,True,,False,209.21180910296755,"LINESTRING (116.2699917 39.9684423, 116.2698604 39.9685239, 116.2696793 39.9685968, 116.2694708 39.9686569, 116.2692535 39.9686968, 116.2689898 39.9687103, 116.2683292 39.9687196, 116.2676192 39.9687079)",48.75,15.44948744144991,edge_000018,279855139,279855121,0,155236064,node_000019,node_000012,,,,
1637646373,1290300948,0,1073286327,trunk,,,卢沟桥南路,True,G107,False,297.516735815359,"LINESTRING (116.2253303 39.8479958, 116.2245571 39.8475608, 116.224423 39.8474853, 116.2243283 39.8474321, 116.2228439 39.8465969, 116.2225182 39.8464154)",72.99638989169675,14.672783825671416,edge_000019,1637646373,1290300948,0,1073286327,node_000020,node_004161,,,,
610844719,610845208,0,"[127697039, 122496339, 739536532, 122496342, 127697046, 122496344, 122496343]",motorway,3,,"['北沙河桥', '京藏高速', '沙河大桥']",True,G6;G110,False,3562.0648624064133,"LINESTRING (116.2590464 40.136438, 116.2611202 40.1341911, 116.2615627 40.1335447, 116.2618022 40.1331171, 116.2619647 40.1327122, 116.2620791 40.1323268, 116.2621605 40.1319775, 116.2622255 40.1313981, 116.262246 40.1296463, 116.2623349 40.1256599, 116.2624115 40.1245103, 116.2624519 40.1240664, 116.2625016 40.1236592, 116.2626035 40.123168, 116.2626888 40.1228467, 116.262868 40.1223942, 116.263058 40.1220471, 116.2632679 40.1216894, 116.2636797 40.1210735, 116.2643892 40.1202345, 116.2655023 40.1189466, 116.2663758 40.1178707, 116.2668993 40.1173243, 116.2674369 40.1168442, 116.2699728 40.1149363, 116.2709094 40.1142393, 116.2774746 40.1093704)",103.4102564102564,124.0054318576396,edge_000020,610844719,610845208,0,"[127697039, 122496339, 739536532, 122496342, 127697046, 122496344, 122496343]",node_000021,node_000187,yes,,,
1637646385,567684024,0,150899349,motorway_link,,,,True,,False,49.88083740229437,"LINESTRING (116.2314786 39.8527789, 116.2316274 39.8523451)",51.666666666666664,3.475568025450188,edge_000021,1637646385,567684024,0,150899349,node_000022,node_003944,,,,
1637646385,10779655510,0,188596831,trunk,,,卢沟桥南路,True,G107,False,10.295900089692918,"LINESTRING (116.2314786 39.8527789, 116.2314508 39.8526888)",72.99638989169675,0.5077681290525113,edge_000022,1637646385,10779655510,0,188596831,node_000022,node_005652,,,,
610844725,610844739,0,48044049,motorway_link,,,,True,,False,197.36806078518262,"LINESTRING (116.2590867 40.1365929, 116.2589759 40.1370066, 116.258746 40.1373322, 116.2584654 40.1376293, 116.258292 40.1382311)",51.666666666666664,13.752097138580467,edge_000023,610844725,610844739,0,48044049,node_000023,node_000027,,,,
610844725,1412757515,0,"[84355052, 739536533, 84355086]",motorway,3,,"['路庄桥', '京藏高速']",True,G6;G110,False,1028.7783819842539,"LINESTRING (116.2590867 40.1365929, 116.2580881 40.137787, 116.2558514 40.1405144, 116.2554577 40.1409927, 116.2526312 40.1444188)",103.4102564102564,35.814650342323155,edge_000024,610844725,1412757515,0,"[84355052, 739536533, 84355086]",node_000023,node_005126,yes,,,
289275959,289275967,0,26403973,trunk_link,,,,True,,False,260.673943220231,"LINESTRING (116.2676222 39.9686052, 116.2679447 39.9685516, 116.2681753 39.9684767, 116.2683474 39.9683828, 116.2684879 39.9682666, 116.2686256 39.9681107, 116.2686998 39.9679657, 116.2687248 39.9677941, 116.268724 39.9675803, 116.2686871 39.9673991, 116.2686241 39.967129, 116.2685817 39.9667395)",48.75,19.249768114724752,edge_000025,289275959,289275967,0,26403973,node_000024,node_000026,,,,
289275959,35862246,0,26404002,trunk_link,,,,True,,False,478.3017882687135,"LINESTRING (116.2676222 39.9686052, 116.268326 39.9686218, 116.2689612 39.9686188, 116.269224 39.9686095, 116.2694052 39.9685857, 116.2696165 39.968525, 116.2697917 39.9684441, 116.2699573 39.9683374, 116.2701133 39.9682031, 116.2702309 39.9680578, 116.2702981 39.9678977, 116.2703149 39.9677432, 116.2703125 39.9675648, 116.2702645 39.9673919, 116.270156 39.9672394, 116.2699717 39.9671256, 116.2697743 39.9670983, 116.2695844 39.9671233, 116.2694226 39.9671961, 116.2693143 39.9673053, 116.2692505 39.9674293, 116.2692258 39.9677658)",48.75,35.32074744138192,edge_000026,289275959,35862246,0,26404002,node_000024,node_004966,,,,
4714905655,606761124,0,1293021875,trunk,3,60,九棵树东路,True,G103,False,9.912252349492757,"LINESTRING (116.6614263 39.8838769, 116.6615077 39.8838133)",60.0,0.5947351409695655,edge_000027,4714905655,606761124,0,1293021875,node_000025,node_004337,,,,
289275967,1293134839,0,"[1188308800, 152587379, 152587364]",trunk,4,,西四环北路,True,,False,834.8463437472669,"LINESTRING (116.2685817 39.9667395, 116.2685047 39.9662578, 116.2684807 39.9656296, 116.2684903 39.9651667, 116.2689443 39.9613569, 116.2691674 39.9592583)",72.99638989169675,41.17254075097797,edge_000028,289275967,1293134839,0,"[1188308800, 152587379, 152587364]",node_000026,node_003966,yes,,,
1637646404,296345930,0,150899319,motorway,3,,北京-港澳高速公路,True,G4,False,770.3670490527617,"LINESTRING (116.2450131 39.8619015, 116.2414565 39.8604582, 116.2370251 39.8586765)",103.4102564102564,26.818629726508245,edge_000029,1637646404,296345930,0,150899319,node_000028,node_002838,,,,
11205361731,1189179539,0,102976597,trunk,,,,True,G107,False,79.51052501135206,"LINESTRING (116.2339454 39.8551837, 116.2341591 39.8550758, 116.2344767 39.8549201, 116.2347529 39.8548325)",72.99638989169675,3.9212609070880453,edge_000030,11205361731,1189179539,0,102976597,node_000029,node_004334,,,,
1637646406,1637646404,0,150899343,motorway_link,,,,True,,False,60.93196087005896,"LINESTRING (116.2455368 39.8622739, 116.2450131 39.8619015)",51.666666666666664,4.245581789655721,edge_000031,1637646406,1637646404,0,150899343,node_000030,node_000028,,,,
4748148814,1211888046,0,105154035,trunk_link,,,,True,,False,298.9513638830057,"LINESTRING (116.6059567 40.0510222, 116.6059944 40.0509536, 116.606032 40.0508936, 116.606096 40.0507977, 116.6061429 40.05073, 116.606187 40.0506755, 116.6063804 40.0504378, 116.6064339 40.0503733, 116.6064846 40.0503175, 116.6065844 40.0502192, 116.6066701 40.0501384, 116.6067684 40.0500446, 116.6068753 40.0499574, 116.6069726 40.0498813, 116.6070728 40.0498074, 116.6072079 40.0497122, 116.6073543 40.0496193, 116.6074588 40.0495553, 116.6075633 40.0494956, 116.6077608 40.049385, 116.6078959 40.0493123, 116.6080374 40.0492298, 116.6081689 40.0491511, 116.6082955 40.0490686)",48.75,22.07640840982196,edge_000032,4748148814,1211888046,0,105154035,node_000031,node_004428,,,,
4748148814,1211887811,0,481931246,trunk_link,,,,True,,False,57.46155930147798,"LINESTRING (116.6059567 40.0510222, 116.605974 40.050967, 116.605997 40.0509051, 116.6060316 40.0508207, 116.6060498 40.050775, 116.6060765 40.0507118, 116.60611 40.0506402, 116.6061663 40.0505315)",48.75,4.243315148416835,edge_000033,4748148814,1211887811,0,481931246,node_000031,node_004347,,,,
8736112732,249560784,0,33407467,motorway_link,,30,,True,,False,265.00023679313557,"LINESTRING (116.4594204 40.0146084, 116.4571507 40.0140209, 116.4568564 40.013975, 116.4564511 40.0139048)",30.0,31.800028415176268,edge_000034,8736112732,249560784,0,33407467,node_000032,node_005757,,,,
2494906467,2417303456,0,"[313488892, 241919291, 174581532]",motorway_link,,,,True,,False,580.3857688385574,"LINESTRING (116.3245362 40.0204162, 116.3239144 40.0203309, 116.3234002 40.0202873, 116.3228213 40.0203005, 116.3217299 40.0206202, 116.3210851 40.0208689, 116.3205247 40.0211479, 116.3199923 40.0215484, 116.3195949 40.022012, 116.319021 40.0226928)",51.666666666666664,40.439782602944646,edge_000035,2494906467,2417303456,0,"[313488892, 241919291, 174581532]",node_000034,node_002679,yes,,,
2494906467,321477187,0,"[313488922, 241919292]",motorway,3,,北五环,True,S50,False,986.9369168368029,"LINESTRING (116.3245362 40.0204162, 116.3234089 40.0200449, 116.3205169 40.0190772, 116.3186818 40.0185735, 116.3159507 40.0179597, 116.3136099 40.017518)",103.4102564102564,34.358032016832915,edge_000036,2494906467,321477187,0,"[313488922, 241919292]",node_000034,node_002257,yes,,,
2494906473,321477187,0,"[939378512, 313488873]",motorway_link,,,,True,,False,485.67050131388635,"LINESTRING (116.3189619 40.0190244, 116.3178716 40.0186947, 116.3168554 40.0183873, 116.3158967 40.0181345, 116.3151441 40.0179236, 116.3136099 40.017518)",51.666666666666664,33.8402671883224,edge_000037,2494906473,321477187,0,"[939378512, 313488873]",node_000037,node_002257,yes,,,
321421418,35862230,0,154526700,trunk_link,,,,True,,False,113.04699999844595,"LINESTRING (116.269518 39.9487114, 116.2693968 39.9497238)",48.75,8.348086153731394,edge_000038,321421418,35862230,0,154526700,node_000038,node_004958,,,,
1637646449,6949733607,0,742331881,motorway_link,,,,True,,False,17.66292428741606,"LINESTRING (116.2572532 39.8666038, 116.2572414 39.8666342, 116.2572414 39.8666935, 116.2572662 39.8667586)",51.666666666666664,1.2307069826070545,edge_000039,1637646449,6949733607,0,742331881,node_000039,node_000369,,,,
610910322,249561097,0,121399311,motorway_link,,,,True,,False,111.21734515315694,"LINESTRING (116.3702966 39.9912164, 116.3704745 39.991049, 116.3709039 39.990337)",51.666666666666664,7.7493375977683545,edge_000040,610910322,249561097,0,121399311,node_000040,node_000005,,,,
1637646452,9496529922,0,1308597357,trunk,4,,西四环南路,True,,False,228.91144952269713,"LINESTRING (116.2735893 39.8706323, 116.2748204 39.8688033)",72.99638989169675,11.28934210999177,edge_000041,1637646452,9496529922,0,1308597357,node_000041,node_000938,,,,
4414947447,9125906982,0,1141461554,trunk,2,,长阳大街,True,G107,False,495.3534645269867,"LINESTRING (116.2121871 39.7203495, 116.21216 39.7202667, 116.2108921 39.7160075)",72.99638989169675,24.429598161538635,edge_000042,4414947447,9125906982,0,1141461554,node_000042,node_000792,,,,
4414947448,9085460356,0,1299515323,trunk,2,,长阳大街,True,G107,False,691.0967415732514,"LINESTRING (116.2123233 39.7203484, 116.2123394 39.7203947, 116.2125483 39.7210875, 116.2141142 39.7263115, 116.2141419 39.7264041)",72.99638989169675,34.08316867936926,edge_000043,4414947448,9085460356,0,1299515323,node_000043,node_002672,,,,
1637646457,296817032,0,30878181,motorway_link,,,,True,,False,263.8406946835603,"LINESTRING (116.2679888 39.8722076, 116.2669289 39.8716734, 116.2654459 39.8708589)",51.666666666666664,18.383738726338397,edge_000044,1637646457,296817032,0,30878181,node_000044,node_001455,,,,
2494906488,2494906473,0,"[313488873, 241919284]",motorway_link,,,,True,,False,673.043187380693,"LINESTRING (116.3233014 40.017012, 116.3232916 40.0173118, 116.3233473 40.0177394, 116.3234422 40.0180835, 116.323488 40.0183359, 116.3235227 40.0186228, 116.3235113 40.0188774, 116.323457 40.0190827, 116.3233829 40.0192473, 116.3232304 40.0194264, 116.3230896 40.0195628, 116.3228724 40.0196966, 116.3226502 40.019788, 116.3223768 40.0198493, 116.322114 40.0198797, 116.3218937 40.0198773, 116.3216322 40.0198383, 116.3212852 40.0197485, 116.3189619 40.0190244)",51.666666666666664,46.895912411041834,edge_000045,2494906488,2494906473,0,"[313488873, 241919284]",node_000045,node_000037,yes,,,
2494906488,2355641329,0,"[313488898, 241919285]",motorway_link,,,,True,,False,451.20086334498467,"LINESTRING (116.3233014 40.017012, 116.3234099 40.017442, 116.3234598 40.0175821, 116.3235151 40.0176935, 116.3235703 40.0178048, 116.3237144 40.018083, 116.3238048 40.0182343, 116.3239098 40.0183967, 116.3244364 40.0190445, 116.3245912 40.019237, 116.3247358 40.0193892, 116.3248925 40.0195457, 116.3250279 40.0196713, 116.3251786 40.0198018, 116.3253907 40.0199515, 116.3256223 40.0201107, 116.3260132 40.0204032)",51.666666666666664,31.43851176855377,edge_000046,2494906488,2355641329,0,"[313488898, 241919285]",node_000045,node_005538,yes,,,
605257852,12198476914,0,"[253283616, 253283619, 26320453]",motorway,2,,"['六环', '东六环路']",True,G4501,False,1016.7493061414979,"LINESTRING (116.7043448 39.982296, 116.7042712 39.9829448, 116.7040137 39.9843456, 116.7035845 39.9856477, 116.7034129 39.9861212, 116.7025803 39.9877192, 116.701722 39.9889556, 116.7013555 39.9894127, 116.700788 39.9901204, 116.7001999 39.9907268)",103.4102564102564,35.39588459763608,edge_000047,605257852,12198476914,0,"[253283616, 253283619, 26320453]",node_000046,node_005576,yes,,,
605257852,605257856,0,47573226,motorway_link,,,,True,,False,400.6635284834674,"LINESTRING (116.7043448 39.982296, 116.7043633 39.9838338, 116.7043322 39.984376, 116.7042452 39.9858972)",51.666666666666664,27.917200694331925,edge_000048,605257852,605257856,0,47573226,node_000046,node_000048,,,,
2494906493,2355641331,0,"[128686401, 22072334]",motorway,3,,北五环,True,S50,False,1167.2021292346728,"LINESTRING (116.3153589 40.0177441, 116.3190014 40.0185133, 116.3207294 40.0189986, 116.323261 40.0198499, 116.3257562 40.0206536, 116.3265492 40.0209125, 116.3274581 40.0211824, 116.3281996 40.0213651)",103.4102564102564,40.6335678017724,edge_000049,2494906493,2355641331,0,"[128686401, 22072334]",node_000047,node_005539,yes,,,
2494906493,2494906517,0,241919286,motorway_link,,,,True,,False,320.42138888334074,"LINESTRING (116.3153589 40.0177441, 116.3156697 40.0177532, 116.3158949 40.0177719, 116.3161139 40.0178069, 116.3163184 40.0178443, 116.3184422 40.0182721, 116.319017 40.0183902)",51.666666666666664,22.32613548348439,edge_000050,2494906493,2494906517,0,241919286,node_000047,node_000055,yes,,,
605257860,605257863,0,47573229,motorway_link,,,,True,,False,383.0306496875014,"LINESTRING (116.7028813 39.9858178, 116.7034281 39.9844335, 116.7034942 39.984253, 116.7038483 39.9834145, 116.7041369 39.9825116)",51.666666666666664,26.688587204032356,edge_000051,605257860,605257863,0,47573229,node_000049,node_000050,,,,
605257863,605259940,0,"[317918496, 253283617, 317918436, 29337221, 413714419, 317918484, 413714422, 317918458]",motorway,2,,"['六环', '六环路']",True,G4501,False,3526.635821420315,"LINESTRING (116.7041369 39.9825116, 116.7042086 39.9818798, 116.7042086 39.9810795, 116.7041576 39.9799905, 116.7038675 39.9783367, 116.7036677 39.9775059, 116.7035859 39.977166, 116.7035258 39.9769162, 116.7031406 39.9756699, 116.7021278 39.9723745, 116.6999996 39.9652308, 116.6996743 39.9641744, 116.6987265 39.9608151, 116.6984194 39.9594992, 116.6981438 39.9580946, 116.6979152 39.9568152, 116.6978193 39.9560198, 116.6977855 39.9557389, 116.6975809 39.9535593, 116.6975174 39.9525182, 116.697507 39.9513129)",103.4102564102564,122.77204793637796,edge_000052,605257863,605259940,0,"[317918496, 253283617, 317918436, 29337221, 413714419, 317918484, 413714422, 317918458]",node_000050,node_000638,yes,,,
11517182092,1995886870,0,254324237,trunk,,,通武线,False,G230,False,434.1861986408076,"LINESTRING (116.6823815 39.7173419, 116.6810523 39.7173567, 116.678617 39.717358, 116.6773054 39.7173681)",72.99638989169675,21.412981072433894,edge_000053,11517182092,1995886870,0,254324237,node_000051,node_001401,,,,
11517182092,2621877242,0,254324237,trunk,,,通武线,False,G230,True,215.1023866942632,"LINESTRING (116.6823815 39.7173419, 116.6847337 39.7173158, 116.6848961 39.7173183)",72.99638989169675,10.608313551509362,edge_000054,11517182092,2621877242,0,254324237,node_000051,node_003967,,,,
1637646480,1637646457,0,150899333,motorway_link,,,,True,,False,71.39846552855552,"LINESTRING (116.2685663 39.8726722, 116.2679888 39.8722076)",51.666666666666664,4.974860823925158,edge_000055,1637646480,1637646457,0,150899333,node_000052,node_000044,,,,
1226801299,9992956476,0,"[1099974582, 106648471]",motorway_link,,,,True,,False,549.3018375918605,"LINESTRING (116.5341813 40.0389716, 116.5308219 40.0394576, 116.5278338 40.0398582)",51.666666666666664,38.27393449027157,edge_000056,1226801299,9992956476,0,"[1099974582, 106648471]",node_000053,node_003795,yes,,,
1226801299,1226801381,0,106648473,motorway,3,,京平高速,True,,False,1324.2593205636238,"LINESTRING (116.5341813 40.0389716, 116.5332176 40.0390585, 116.5325245 40.039135, 116.5308078 40.0393242, 116.5275054 40.0397845, 116.5265056 40.0399252, 116.5246846 40.0401886, 116.5188507 40.0409773)",103.4102564102564,46.1011675197453,edge_000057,1226801299,1226801381,0,106648473,node_000053,node_000071,yes,,,
2494906516,2417303456,0,"[241919289, 241919290, 241919287]",motorway,3,,京新高速,True,G7,False,483.6468747069159,"LINESTRING (116.3214526 40.0187621, 116.3210056 40.0194883, 116.3205451 40.0202134, 116.319021 40.0226928)",103.4102564102564,16.83709923353608,edge_000058,2494906516,2417303456,0,"[241919289, 241919290, 241919287]",node_000054,node_002679,yes,,,
2494906517,3194818929,0,"[241919293, 313488894]",motorway_link,,,,True,,False,859.3100357459339,"LINESTRING (116.319017 40.0183902, 116.3198441 40.018538, 116.3201911 40.0185541, 116.3204917 40.0185144, 116.3206604 40.0184723, 116.3208077 40.0184251, 116.3208992 40.0183861, 116.3209939 40.01834, 116.3211087 40.0182704, 116.3212008 40.0182065, 116.3212801 40.0181387, 116.3213537 40.0180662, 116.3214308 40.0179734, 116.3215053 40.0178922, 116.3215557 40.0178134, 116.3216046 40.0177159, 116.3216554 40.0176251, 116.3217357 40.0174482, 116.3218212 40.0172271, 116.3219645 40.0168802, 116.3220041 40.0167766, 116.3220407 40.0166959, 116.3220722 40.0166134, 116.3221286 40.0164929, 116.3221893 40.0163729, 116.3222289 40.0162907, 116.3222708 40.0162105, 116.3223107 40.0161385, 116.3223666 40.0160533, 116.3224316 40.0159664, 116.322489 40.0158802, 116.322571 40.0157784, 116.3226886 40.015633, 116.3231129 40.0152047, 116.3233426 40.0150151, 116.3237563 40.0146458, 116.3245549 40.0140347, 116.3254657 40.0133713)",51.666666666666664,59.87450571649088,edge_000059,2494906517,3194818929,0,"[241919293, 313488894]",node_000055,node_001443,yes,,,
2494906517,2494906516,0,"[313488861, 313488834, 313488893, 313488879]",motorway_link,,,,True,,False,642.1800871107446,"LINESTRING (116.319017 40.0183902, 116.321834 40.0191903, 116.3220466 40.019249, 116.3222302 40.0192995, 116.3223938 40.0193262, 116.3225465 40.0193308, 116.3226883 40.0193237, 116.3228517 40.0192946, 116.3229894 40.0192363, 116.3230788 40.0191724, 116.3231609 40.0191031, 116.3232343 40.0190123, 116.3232716 40.0189214, 116.3232975 40.0188132, 116.3232965 40.0187122, 116.3232728 40.0186045, 116.3232327 40.0185101, 116.3231741 40.0184209, 116.3230909 40.0183344, 116.3229867 40.0182599, 116.3228748 40.0182128, 116.3227802 40.0181863, 116.3226872 40.0181695, 116.3225738 40.0181629, 116.3224459 40.0181702, 116.3223019 40.0181981, 116.3221724 40.018237, 116.322002 40.0183068, 116.3218461 40.0184043, 116.3214526 40.0187621)",51.666666666666664,44.7454512309422,edge_000060,2494906517,2494906516,0,"[313488861, 313488834, 313488893, 313488879]",node_000055,node_000054,yes,,,
320520340,273103145,0,"[479621131, 317916347]","['primary_link', 'motorway_link']",,,,True,,False,344.4254136585315,"LINESTRING (116.5672438 39.7506281, 116.5671039 39.7504699, 116.5669719 39.7503297, 116.5663723 39.7496533, 116.5662089 39.7495142, 116.5660608 39.7494273, 116.5659285 39.7493904, 116.5657932 39.7493712, 116.5656683 39.7493698, 116.5655195 39.749383, 116.5653411 39.7494316, 116.5651662 39.7495125, 116.5649529 39.7496675, 116.564374 39.7501142)",60.0,20.66552481951189,edge_000061,320520340,273103145,0,"[479621131, 317916347]",node_000056,node_005263,,,,
611025058,605286862,0,"[219963968, 403118180, 403118182, 367698385, 367698388]",motorway,2,,六环路,True,G4501,False,3581.3168558993157,"LINESTRING (116.1451485 39.696066, 116.1428304 39.6961382, 116.1421488 39.6961593, 116.1405509 39.6962089, 116.1349319 39.6963609, 116.1333097 39.6963939, 116.1312009 39.6965012, 116.13092 39.6965155, 116.130194 39.6965524, 116.1257051 39.6966779, 116.1187871 39.6968496, 116.1098417 39.6972097, 116.1085005 39.6972524, 116.1071855 39.6973051, 116.1061415 39.6973721, 116.1051296 39.6974587, 116.1033636 39.6976995)",103.4102564102564,124.67564754978031,edge_000062,611025058,605286862,0,"[219963968, 403118180, 403118182, 367698385, 367698388]",node_000057,node_004442,yes,,,
336380069,266112314,0,30041863,trunk,,,建国门内大街,True,,False,115.58040199129678,"LINESTRING (116.4260281 39.9071777, 116.4246731 39.9071688)",72.99638989169675,5.700137332627159,edge_000063,336380069,266112314,0,30041863,node_000058,node_001036,,,,
1637646520,124186540,0,150899354,motorway_link,,,,True,,False,143.73806461806046,"LINESTRING (116.2745306 39.8748833, 116.274985 39.8751459, 116.2759307 39.8756)",51.666666666666664,10.015297405645503,edge_000065,1637646520,124186540,0,150899354,node_000060,node_004276,,,,
320520395,320522719,0,"[479621133, 479621134]","['primary_link', 'motorway_link']",3,,,True,,False,435.76412377066504,"LINESTRING (116.5675243 39.7472939, 116.5668938 39.7480055, 116.5665859 39.7483211, 116.5664408 39.7485057, 116.5663168 39.7487144, 116.5662498 39.7489074, 116.5662365 39.7490943, 116.5662664 39.7492708, 116.5663574 39.7494501, 116.5665534 39.7496729, 116.5671709 39.7502293, 116.5673389 39.7504171, 116.56752 39.7506033)",60.0,26.145847426239904,edge_000066,320520395,320522719,0,"[479621133, 479621134]",node_000061,node_000760,,,,
320520395,273103145,0,1135118748,motorway,2,90,京沪高速,True,G2;AH3,False,413.48910511101803,"LINESTRING (116.5675243 39.7472939, 116.5667109 39.7479846, 116.5655276 39.7490208, 116.564374 39.7501142)",90.0,16.539564204440723,edge_000067,320520395,273103145,0,1135118748,node_000061,node_005263,,,,
610844876,610845208,0,48044061,motorway_link,,,,True,,False,241.04533527909973,"LINESTRING (116.2751997 40.1106376, 116.2758675 40.110368, 116.2763114 40.1100506, 116.2768546 40.1096623, 116.2774746 40.1093704)",51.666666666666664,16.795416909769532,edge_000068,610844876,610845208,0,48044061,node_000062,node_000187,,,,
