u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,speed_kph,travel_time,road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v,bridge,tunnel,access,junction
4605155966,1765216412,0,1197005518,trunk,4,,东四环中路,True,,False,114.92848052451926,"LINESTRING (116.4835745 39.8863187, 116.4835993 39.8852853)",72.99638989169675,5.667986190853146,edge_002633,4605155966,1765216412,0,1197005518,node_002272,node_001332,,,,
529537663,7142360371,0,1066694614,trunk,,,南苑路,True,G104;G105,False,187.05364519209994,"LINESTRING (116.3950412 39.8353718, 116.3949341 39.837052)",72.99638989169675,9.225019534399706,edge_002634,529537663,7142360371,0,1066694614,node_002273,node_000403,,,,
1949686401,11113612376,0,"[158054624, 478367525, 158054695]",trunk,2,70,京沈路,True,G101;G111,False,1201.7047150683343,"LINESTRING (116.6132209 40.1547078, 116.6215719 40.1587496, 116.6219305 40.1589238, 116.6251657 40.1604918)",70.0,61.8019567749429,edge_002635,1949686401,11113612376,0,"[158054624, 478367525, 158054695]",node_002275,node_000331,yes,,,
1949686402,3409362698,0,158054621,trunk,,,京沈路,True,G101;G111,False,151.76304262198732,"LINESTRING (116.6131619 40.1547849, 116.611653 40.154055)",72.99638989169675,7.484574980348456,edge_002636,1949686402,3409362698,0,158054621,node_002276,node_005780,,,,
1014897283,1014897203,0,"[87287450, 334736655]","['secondary_link', 'motorway_link']",,,,True,,False,545.1735951241429,"LINESTRING (116.1292002 39.8592187, 116.1289874 39.859292, 116.1288323 39.8593187, 116.1286486 39.8593324, 116.1284875 39.8593165, 116.1283444 39.8592847, 116.1281927 39.8592203, 116.1280759 39.8591357, 116.1279845 39.8590446, 116.1279082 39.8589383, 116.1278555 39.8588089, 116.1278432 39.8586788, 116.1278583 39.858571, 116.1279064 39.8584589, 116.127993 39.8583447, 116.1281032 39.8582326, 116.1282304 39.8581531, 116.1283409 39.8580976, 116.1289859 39.8578695, 116.129758 39.8576104, 116.1300151 39.857503, 116.1302175 39.8573885, 116.1304214 39.8571972, 116.1305799 39.8570183, 116.1306771 39.8568751, 116.1308787 39.8563982)",61.1372188281033,32.10196636463194,edge_002637,1014897283,1014897203,0,"[87287450, 334736655]",node_002278,node_002250,,,,
1014897286,1014896964,0,"[87287409, 87287378, 331673117]",motorway_link,,,,True,,False,282.34548695032566,"LINESTRING (116.0936998 39.7636316, 116.0936558 39.7638055, 116.0935121 39.7641985, 116.0931595 39.765265, 116.0931544 39.7654892, 116.0931904 39.7656439, 116.0933806 39.7660927)",51.666666666666664,19.673104897183983,edge_002638,1014897286,1014896964,0,"[87287409, 87287378, 331673117]",node_002279,node_002167,,,,
1014897286,3387744827,0,"[331673032, 331673033, 331673110]",motorway_link,,,,True,,False,1035.646320730167,"LINESTRING (116.0936998 39.7636316, 116.0938646 39.7637332, 116.0939305 39.7638823, 116.093918 39.7639968, 116.0937897 39.7643996, 116.0935319 39.7653033, 116.0934376 39.7656835, 116.0932262 39.7667976, 116.0931478 39.7673783, 116.0931304 39.7680938, 116.093168 39.7685893, 116.0933125 39.7691671, 116.0934744 39.7695915, 116.0936565 39.7698803, 116.093889 39.7700629, 116.0940876 39.7701379, 116.0943473 39.7701495, 116.0946614 39.7700892, 116.0948637 39.7699407, 116.0949392 39.7697387, 116.0949603 39.7694927, 116.0948818 39.7693163, 116.0945708 39.7691051, 116.0936117 39.7687295)",51.666666666666664,72.16116299281163,edge_002639,1014897286,3387744827,0,"[331673032, 331673033, 331673110]",node_002279,node_002922,yes,,,
6143842962,604781048,0,47501772,motorway,3,,京港澳高速公路,True,G4;G107,False,97.06689585403399,"LINESTRING (116.3032018 39.8828013, 116.3041847 39.8832408)",103.4102564102564,3.3791698928604945,edge_002640,6143842962,604781048,0,47501772,node_002281,node_005352,yes,,,
6143842962,9792925268,0,"[655776816, 1066477741]",trunk_link,,,,True,,False,229.9306065723321,"LINESTRING (116.3032018 39.8828013, 116.3034328 39.8828372, 116.3035199 39.8828558, 116.3036044 39.8828592, 116.3036946 39.882841, 116.3037626 39.8827954, 116.3038122 39.8827459, 116.3038301 39.8826896, 116.3038824 39.8822582, 116.3039383 39.8821018, 116.3039839 39.8820194, 116.3040295 39.8819536, 116.3040926 39.881896, 116.3041663 39.8818095, 116.304224 39.8817313, 116.3042508 39.8816613, 116.304279 39.8815028, 116.3042759 39.8812723)",48.75,16.97949094687991,edge_002641,6143842962,9792925268,0,"[655776816, 1066477741]",node_002281,node_004181,yes,,,
656104082,1253535180,0,109497816,trunk_link,,,,True,,False,82.63963707211458,"LINESTRING (116.343995 39.938637, 116.3430257 39.9386356)",48.75,6.102619353017692,edge_002642,656104082,1253535180,0,109497816,node_002283,node_004126,,,,
656104082,656086995,0,"[913398379, 219663116]",trunk,3,,西直门外大街,True,,False,483.0483110285837,"LINESTRING (116.343995 39.938637, 116.3428864 39.9384531, 116.3419124 39.9381878, 116.3413971 39.9380213, 116.340544 39.9377223, 116.339597 39.9374183, 116.3390304 39.9373301, 116.3386387 39.9372862)",72.99638989169675,23.82273866259662,edge_002643,656104082,656086995,0,"[913398379, 219663116]",node_002283,node_002015,,,,
1014897306,1014897102,0,"[1296094856, 87287313, 87287309, 87287327]",motorway,2,,"['千灵山桥', '西六环', '沙锅村北桥']",True,G4501,False,1198.382475954772,"LINESTRING (116.1138572 39.8412965, 116.1128665 39.8401817, 116.112382 39.8396493, 116.1116605 39.8387196, 116.1113657 39.8382995, 116.1110882 39.8378746, 116.1106687 39.8371773, 116.1102643 39.8363911, 116.1099751 39.8357136, 116.1097605 39.835156, 116.1095752 39.8346057, 116.1092685 39.8334505, 116.1091035 39.8324429, 116.1090427 39.8318679, 116.1089847 39.8313741)",103.4102564102564,41.719042802888666,edge_002644,1014897306,1014897102,0,"[1296094856, 87287313, 87287309, 87287327]",node_002284,node_002217,yes,,,
1014897306,1014897250,0,"[972780737, 972780738, 1430411367, 87287335, 1430411370]",motorway_link,,,沙锅村北桥,True,G4501,False,584.7685033364027,"LINESTRING (116.1138572 39.8412965, 116.1127688 39.8402646, 116.1120416 39.8395437, 116.1113253 39.8388159, 116.1108605 39.8382704, 116.1104449 39.8376958, 116.1102255 39.8373322, 116.1100494 39.8370398, 116.1100081 39.8369719)",51.666666666666664,40.745160232471925,edge_002645,1014897306,1014897250,0,"[972780737, 972780738, 1430411367, 87287335, 1430411370]",node_002284,node_002265,yes,,,
4605155995,5202428370,0,"[537184018, 865466499, 865466500]",motorway_link,,,,True,,False,421.9867101924727,"LINESTRING (116.5408409 39.8944391, 116.5407913 39.8941908, 116.5406014 39.8938293, 116.5403802 39.8936107, 116.5400038 39.8932975, 116.5396146 39.8928521, 116.5393276 39.8925486, 116.539147 39.892432, 116.5390481 39.8923682, 116.5389257 39.8922892, 116.5385557 39.8920983, 116.5381091 39.8919808, 116.5375612 39.8918779)",51.666666666666664,29.40294496824971,edge_002646,4605155995,5202428370,0,"[537184018, 865466499, 865466500]",node_002285,node_000150,yes,,,
534125217,534125238,0,42713109,motorway_link,,,,True,,False,103.28455999394033,"LINESTRING (116.4981957 39.8696518, 116.4970042 39.8698146)",51.666666666666664,7.196601599577778,edge_002647,534125217,534125238,0,42713109,node_002286,node_002294,,,,
534125217,320828782,0,1292976796,motorway,3,,京哈高速,True,G1;AH1,False,695.3214745218401,"LINESTRING (116.4981957 39.8696518, 116.4900549 39.8699037)",103.4102564102564,24.20608356629466,edge_002648,534125217,320828782,0,1292976796,node_002286,node_004794,,,,
981883553,981883605,0,"[84514233, 105149561, 105149575]",motorway_link,,,,True,,False,415.4277172767962,"LINESTRING (116.5835067 40.0725808, 116.5833205 40.0725656, 116.5829805 40.0725453, 116.5827353 40.0725242, 116.582526 40.0725042, 116.5817359 40.0724103, 116.5816476 40.0723976, 116.581604 40.0723883, 116.581569 40.072379, 116.5815304 40.0723658, 116.5814947 40.0723505, 116.5814616 40.072334, 116.5814341 40.0723174, 116.5813935 40.0722886, 116.5813557 40.0722573, 116.5813323 40.0722325, 116.5812938 40.0721829, 116.581265 40.0721417, 116.5812404 40.0720972, 116.5812267 40.0720627, 116.5812216 40.0720261, 116.5812193 40.0719905, 116.5812227 40.0719549, 116.5812303 40.0719116, 116.5812464 40.0718617, 116.5814424 40.0712505, 116.5816731 40.070609, 116.5817943 40.070308)",51.666666666666664,28.945931268318706,edge_002649,981883553,981883605,0,"[84514233, 105149561, 105149575]",node_002287,node_002304,yes,,,
981883555,981883562,0,"[105149576, 105149571, 84514228]",motorway_link,,,,True,,False,411.29311031708403,"LINESTRING (116.5820726 40.069574, 116.5820695 40.0696747, 116.582071 40.0697031, 116.5820738 40.069745, 116.5820789 40.0697779, 116.5820891 40.0699007, 116.5820906 40.0699431, 116.5820898 40.0699892, 116.5820928 40.0703238, 116.5820973 40.0711486, 116.5821119 40.0717834, 116.5821129 40.0718604, 116.5821129 40.0718936, 116.5821188 40.0719328, 116.5821231 40.0719545, 116.5821292 40.0719733, 116.5821396 40.0720031, 116.5821559 40.0720413, 116.5821682 40.0720659, 116.582182 40.0720924, 116.5821958 40.0721174, 116.5822106 40.0721417, 116.5822293 40.072166, 116.582247 40.0721887, 116.5822667 40.0722115, 116.5822874 40.072232, 116.5823061 40.0722495, 116.5823286 40.0722684, 116.5823569 40.0722904, 116.5823873 40.0723094, 116.5824156 40.0723253, 116.5824465 40.0723428, 116.5824793 40.0723587, 116.5825111 40.0723724, 116.5825458 40.0723861, 116.5825755 40.0723967, 116.5826051 40.0724058, 116.5826674 40.0724225, 116.5827326 40.0724339, 116.5827959 40.0724423, 116.5829008 40.072453, 116.5830097 40.0724621, 116.5833281 40.072485, 116.5835196 40.0724996)",51.666666666666664,28.657842525319406,edge_002650,981883555,981883562,0,"[105149576, 105149571, 84514228]",node_002288,node_002289,yes,,,
981883555,72864050,0,"[13432856, 154084723]",motorway,3,,首都机场高速公路,True,S12,False,648.9814660231904,"LINESTRING (116.5820726 40.069574, 116.5820208 40.0698482, 116.5819973 40.0700129, 116.5819669 40.0703333, 116.5819283 40.0709017, 116.581919 40.0710667, 116.5819097 40.0712318, 116.581919 40.0715308, 116.5819304 40.0718124, 116.581948 40.0720784, 116.5819651 40.072328, 116.5819863 40.0725634, 116.5820045 40.0727717, 116.582028 40.0729514, 116.5820495 40.0731123, 116.5820642 40.0731915, 116.582073 40.0732428, 116.58221 40.0740501, 116.5823966 40.0750053, 116.5824405 40.0752068, 116.5824803 40.0753769)",103.4102564102564,22.592858375813524,edge_002651,981883555,72864050,0,"[13432856, 154084723]",node_002288,node_001419,,,,
1796577969,1860097145,0,175420547,motorway,3,,姚家园路,True,G0121,False,391.04807905244274,"LINESTRING (116.5426495 39.9402198, 116.5461335 39.9402153, 116.5472347 39.9401697)",103.4102564102564,13.613476394486232,edge_002652,1796577969,1860097145,0,175420547,node_002290,node_001739,,,,
4605156018,320644604,0,"[29151912, 42746714, 1136885795, 1136885796]",motorway,3,,东五环,True,S50,False,967.3031942257703,"LINESTRING (116.5410942 39.8951789, 116.5409017 39.8962138, 116.5407791 39.8968572, 116.540722 39.8971409, 116.5403103 39.899323, 116.5400688 39.9006689, 116.539429 39.9037835)",103.4102564102564,33.67452726736875,edge_002653,4605156018,320644604,0,"[29151912, 42746714, 1136885795, 1136885796]",node_002291,node_003379,yes,,,
4605156019,4605156023,0,"[465563906, 865466501, 865466502]",motorway_link,,,,True,,False,375.8004206030911,"LINESTRING (116.5387317 39.8914245, 116.539581 39.8909186, 116.5396346 39.8908867, 116.5397369 39.8908289, 116.5405305 39.8903804, 116.5409061 39.8900996, 116.5410644 39.8899597, 116.5412251 39.8897898, 116.5414764 39.8894572, 116.5417266 39.8890316)",51.666666666666664,26.184803500086346,edge_002654,4605156019,4605156023,0,"[465563906, 865466501, 865466502]",node_002292,node_002295,yes,,,
4605156019,6219485818,0,"[1292976792, 664504040, 664504038]",motorway_link,1,,,True,,False,752.8400233332919,"LINESTRING (116.5387317 39.8914245, 116.5389802 39.8913477, 116.5396256 39.8911373, 116.5405841 39.8908249, 116.5410669 39.8907056, 116.5415122 39.8906932, 116.5420862 39.8907756, 116.5426172 39.8909649, 116.5430206 39.8911674, 116.543159 39.891299, 116.5433762 39.8915861, 116.543501 39.8918874, 116.5435582 39.8921176, 116.5435292 39.8923478, 116.543438 39.8928047, 116.543261 39.8930928, 116.5426065 39.8936196, 116.5421058 39.8938305)",51.666666666666664,52.45595001290034,edge_002655,4605156019,6219485818,0,"[1292976792, 664504040, 664504038]",node_002292,node_001572,yes,,,
701733557,701735521,0,176576460,trunk,4,80,北四环中路,True,,False,102.64408335039597,"LINESTRING (116.3778674 39.9865294, 116.3766731 39.9864079)",80.0,4.618983750767819,edge_002656,701733557,701735521,0,176576460,node_002293,node_002938,,,,
701733557,1359329951,0,"[121399355, 121399431]",motorway_link,,,,True,,False,457.8401833133017,"LINESTRING (116.3778674 39.9865294, 116.3767843 39.9865396, 116.3762452 39.9865349, 116.3746277 39.9865112, 116.3743176 39.9865194, 116.3740607 39.9865459, 116.3738144 39.986597, 116.3735814 39.9866725, 116.3733602 39.986764, 116.3727142 39.9871317)",51.666666666666664,31.901122450217148,edge_002657,701733557,1359329951,0,"[121399355, 121399431]",node_002293,node_005403,yes,,,
4605156023,9190482020,0,1292976791,motorway_link,,,,True,,False,180.31499098316,"LINESTRING (116.5417266 39.8890316, 116.5417533 39.8888501, 116.5418402 39.8879294, 116.5419082 39.8874162)",51.666666666666664,12.563883242697598,edge_002658,4605156023,9190482020,0,1292976791,node_002295,node_002749,,,,
1796577978,1796577969,0,"[175420508, 175420535]",motorway_link,,,,True,,False,211.25159909898912,"LINESTRING (116.540209 39.9399007, 116.5416954 39.9401341, 116.5426495 39.9402198)",51.666666666666664,14.719466259800532,edge_002659,1796577978,1796577969,0,"[175420508, 175420535]",node_002296,node_002290,yes,,,
5752036034,4615646506,0,466839075,motorway_link,,,,True,,False,539.6871585788027,"LINESTRING (116.4328987 39.7354002, 116.4322816 39.7366805, 116.4314794 39.738867, 116.4311143 39.7400504)",51.666666666666664,37.60400846871657,edge_002660,5752036034,4615646506,0,466839075,node_002297,node_004078,,,,
5752036034,4615646509,0,"[606769458, 466839079]",motorway,,120,京台高速,True,G3,False,1139.98202819187,"LINESTRING (116.4328987 39.7354002, 116.4323358 39.7362179, 116.4319638 39.7369971, 116.4312013 39.7387756, 116.4300653 39.7421887, 116.4292741 39.7452295)",120.0,34.1994608457561,edge_002661,5752036034,4615646509,0,"[606769458, 466839079]",node_002297,node_004081,yes,,,
605280962,3642898031,0,47574901,motorway_link,,,,True,,False,9.237118328815699,"LINESTRING (116.3115623 39.6976972, 116.3114657 39.6976601)",51.666666666666664,0.6436185674271584,edge_002662,605280962,3642898031,0,47574901,node_002298,node_004905,,,,
1527880389,1253535030,0,139339325,trunk_link,,,,True,,False,88.55080996106538,"LINESTRING (116.3246973 39.9371366, 116.3237002 39.9373595)",48.75,6.539136735586367,edge_002663,1527880389,1253535030,0,139339325,node_002299,node_004087,,,,
1527880389,237535958,0,"[168842049, 139339334, 913398378, 1124670067, 529753239, 529753240, 529753241, 529753245]",trunk,3,,"['西直门外大街', '紫竹院路']",True,,False,931.3173040286581,"LINESTRING (116.3246973 39.9371366, 116.3239754 39.9371884, 116.322629 39.9373039, 116.3212474 39.937424, 116.320691 39.9374629, 116.3193379 39.9375851, 116.3183676 39.9376441, 116.3178256 39.9376856, 116.3170463 39.9377102, 116.3149853 39.9378846, 116.3138335 39.9379934)",72.99638989169675,45.93024805031543,edge_002664,1527880389,237535958,0,"[168842049, 139339334, 913398378, 1124670067, 529753239, 529753240, 529753241, 529753245]",node_002299,node_000246,,yes,,
605264582,605265562,0,391813771,motorway,2,,东六环路,True,G4501,False,480.54419443044145,"LINESTRING (116.6770926 39.8387571, 116.6804776 39.8422098)",103.4102564102564,16.729086262840067,edge_002665,605264582,605265562,0,391813771,node_002300,node_002595,,,,
370727627,388541018,0,33911522,motorway_link,,,,True,,False,336.9099863518055,"LINESTRING (116.4646373 40.0128925, 116.4673463 40.0136227, 116.467631 40.0136663, 116.4684159 40.0137572)",51.666666666666664,23.47501840386774,edge_002666,370727627,388541018,0,33911522,node_002301,node_003802,,,,
1014897356,1014896601,0,"[972780739, 972780740, 87287302, 1430411369, 87287308]",motorway_link,,,沙锅村北桥,True,,False,562.1988098263529,"LINESTRING (116.1111074 39.8366474, 116.111148 39.8367225, 116.1112587 39.8369455, 116.111856 39.8380921, 116.1122037 39.8386876, 116.112552 39.8393283, 116.1130179 39.8400089, 116.1139841 39.8411788)",51.666666666666664,39.172562233062,edge_002667,1014897356,1014896601,0,"[972780739, 972780740, 87287302, 1430411369, 87287308]",node_002302,node_002018,yes,,,
1634491093,529974457,0,150550326,trunk_link,,,,True,,False,39.543420064144414,"LINESTRING (116.4380354 39.8945476, 116.4381783 39.8948859)",48.75,2.9201294816598953,edge_002668,1634491093,529974457,0,150550326,node_002303,node_000355,,,,
1634491093,1634491260,0,"[1123461336, 150550321, 150550307, 1123461335]",trunk_link,,,,True,,False,1371.9911056823169,"LINESTRING (116.4380354 39.8945476, 116.4380371 39.894873, 116.4379678 39.8966024, 116.4379222 39.896818, 116.4378439 39.8970524, 116.437716 39.8972691, 116.437411 39.8976072, 116.4370351 39.8979819, 116.4368156 39.8982172, 116.4366831 39.898486, 116.4366571 39.8986081, 116.4366175 39.898738, 116.4365591 39.8992652, 116.4365109 39.8996996, 116.4364978 39.8998591, 116.4365079 39.9000571, 116.4365458 39.9003065, 116.4366094 39.9005204, 116.4366739 39.9006589, 116.4367896 39.9008559, 116.4369109 39.9010311, 116.4370387 39.9011894, 116.437209 39.9013599, 116.437347 39.9014856, 116.4375131 39.9016167, 116.4376946 39.9017247, 116.4378385 39.9018007, 116.4380011 39.9018843, 116.4382454 39.9019985, 116.4386328 39.9020973, 116.4390506 39.9021781, 116.4394593 39.9022251, 116.4398399 39.9022399, 116.441378 39.9022643, 116.4435283 39.9023185)",48.75,101.31626626577109,edge_002669,1634491093,1634491260,0,"[1123461336, 150550321, 150550307, 1123461335]",node_002303,node_002343,yes,,,
981883605,72855718,0,105149568,motorway,3,,首都机场高速公路,True,S12,False,933.6627208349785,"LINESTRING (116.5817943 40.070308, 116.5817977 40.0702323, 116.581806 40.0701414, 116.5818144 40.070043, 116.5818276 40.0699445, 116.5818648 40.0697351, 116.581897 40.0695409, 116.5819721 40.0691676, 116.5821552 40.0679521, 116.5824127 40.0663932, 116.5825058 40.0657464, 116.5826161 40.0651063, 116.582739 40.0643759, 116.5828133 40.0639249, 116.5828298 40.0637966, 116.5828462 40.0636684, 116.5828786 40.0634285, 116.5828909 40.0633376, 116.582911 40.0632159, 116.5831231 40.0619743)",103.4102564102564,32.50340838215497,edge_002670,981883605,72855718,0,105149568,node_002304,node_004339,,,,
8612698840,8479333953,0,987572088,trunk,,,魏永路,True,G230,False,395.0646744403117,"LINESTRING (116.4553667 39.6856672, 116.4544717 39.6853001, 116.4526907 39.6845504, 116.4518926 39.6842214, 116.4513045 39.683979)",72.99638989169675,19.483605012456916,edge_002671,8612698840,8479333953,0,987572088,node_002306,node_002546,,,,
605280986,3642898026,0,"[478230889, 478230891, 1049259925, 1049259926, 47574905]",motorway_link,,,,True,,False,521.0232989104583,"LINESTRING (116.3098523 39.6957942, 116.3094426 39.6956796, 116.3091466 39.6955693, 116.3088885 39.6954911, 116.3086339 39.6955035, 116.3084107 39.6955707, 116.3082391 39.695711, 116.3081747 39.6959009, 116.3082391 39.6961073, 116.3084322 39.6962889, 116.3095775 39.696747, 116.3097974 39.6968358, 116.309846 39.6968485, 116.3106209 39.6972353, 116.3108382 39.6973332, 116.3111588 39.6974614, 116.3114671 39.6975702)",51.666666666666664,36.30355889182548,edge_002672,605280986,3642898026,0,"[478230889, 478230891, 1049259925, 1049259926, 47574905]",node_002307,node_004902,yes,,,
605280986,605280864,0,359613596,motorway,2,,六环路,True,,False,291.63197264576934,"LINESTRING (116.3098523 39.6957942, 116.3075803 39.6948155, 116.3068704 39.6945239)",103.4102564102564,10.152523917546745,edge_002673,605280986,605280864,0,359613596,node_002307,node_002264,,,,
5752036068,2115201306,0,"[201526569, 606769474]",motorway_link,,,,True,,False,853.0072316080498,"LINESTRING (116.4273993 39.7869254, 116.4263266 39.7864314, 116.4254627 39.785886, 116.4252011 39.7857424, 116.4234189 39.7847317, 116.4230774 39.7845395, 116.4228313 39.7843707, 116.4226287 39.7841595, 116.4225083 39.7839802, 116.4224226 39.7837755, 116.4223743 39.7835399, 116.4223726 39.7833011, 116.4224408 39.7830552, 116.4225748 39.7827958, 116.4227994 39.7825312, 116.4231898 39.7822603, 116.4236358 39.781948, 116.4237637 39.7818355, 116.4238555 39.7817174, 116.4239357 39.7815639)",51.666666666666664,59.43534258946411,edge_002675,5752036068,2115201306,0,"[201526569, 606769474]",node_002309,node_003674,yes,,,
5752036068,2463036034,0,"[1159198176, 1159198169, 1159198170]",motorway,3,,南五环,True,S50,False,800.772959762655,"LINESTRING (116.4273993 39.7869254, 116.4261988 39.7862553, 116.4254707 39.7856919, 116.425091 39.7854346, 116.424706 39.7851544, 116.4242917 39.7848039, 116.4237366 39.7842598, 116.4231089 39.783584, 116.4229303 39.78336, 116.4214263 39.7814729)",103.4102564102564,27.877144445989778,edge_002676,5752036068,2463036034,0,"[1159198176, 1159198169, 1159198170]",node_002309,node_004493,yes,,,
1014897383,1014896763,0,"[116988772, 87287301, 116988742, 87287400, 1296094858, 1296094859, 116988751, 87287312, 87287376, 87287442, 87287412, 87287414, 87287319, 87287419, 87287292, 116988733, 87287326]",motorway,2,,"['西王佐北桥', '西六环', '王佐桥']",True,G4501,False,4754.198422708202,"LINESTRING (116.1122479 39.7895021, 116.1123829 39.7901233, 116.1125099 39.7908154, 116.1126485 39.7917667, 116.1127559 39.7931373, 116.1128921 39.7942946, 116.1129082 39.7963227, 116.112872 39.7989695, 116.112868 39.799416, 116.112857 39.8007324, 116.1128565 39.8008543, 116.1128782 39.8017522, 116.1129036 39.8022198, 116.1129341 39.8026675, 116.1130069 39.8034677, 116.1130798 39.8041007, 116.113094 39.8042183, 116.1132251 39.8051019, 116.1133566 39.8058572, 116.1134894 39.8065272, 116.114358 39.8100113, 116.1144669 39.8104354, 116.1145872 39.8110514, 116.1147038 39.8117063, 116.114822 39.8127581, 116.1148446 39.8133368, 116.1148514 39.8139176, 116.1148077 39.8148985, 116.1146737 39.8159594, 116.1145936 39.8163939, 116.1144947 39.8168625, 116.1143418 39.8174856, 116.1141501 39.8181111, 116.1139779 39.8186253, 116.1136685 39.819398, 116.1133876 39.8200105, 116.1130882 39.8206129, 116.1127762 39.8211726, 116.1123104 39.8219451, 116.1113882 39.8234293, 116.1108736 39.8243067, 116.1104751 39.8250853, 116.1101123 39.8258787, 116.1099073 39.8264161, 116.1097223 39.8269493, 116.1095036 39.8277437, 116.1093201 39.8285876, 116.1092181 39.8292754, 116.1091642 39.8299351, 116.109152 39.8300457, 116.1091472 39.8301431, 116.1091194 39.8308183, 116.1091394 39.8313821)",103.4102564102564,165.5069324443917,edge_002677,1014897383,1014896763,0,"[116988772, 87287301, 116988742, 87287400, 1296094858, 1296094859, 116988751, 87287312, 87287376, 87287442, 87287412, 87287414, 87287319, 87287419, 87287292, 116988733, 87287326]",node_002310,node_002090,yes,,,
606067433,606067698,0,127017915,motorway_link,,,,True,,False,338.061656939349,"LINESTRING (116.6149197 39.8547025, 116.6153874 39.8544043, 116.6156652 39.8543046, 116.6160693 39.8542298, 116.6165096 39.85417, 116.6171091 39.8541621, 116.6175321 39.8541983, 116.6179174 39.8542974, 116.6186652 39.8543532)",51.666666666666664,23.55526383835464,edge_002678,606067433,606067698,0,127017915,node_002311,node_002379,,,,
5752036074,2463036034,0,"[606769472, 201526540]",motorway_link,,,,True,,False,384.9784240747936,"LINESTRING (116.4229151 39.7847002, 116.4228811 39.7846736, 116.4226733 39.7844724, 116.4223985 39.7841089, 116.4222953 39.7838942, 116.4222084 39.7835975, 116.4220985 39.7831024, 116.421859 39.7823643, 116.4215102 39.7816738, 116.4214263 39.7814729)",51.666666666666664,26.824303096824327,edge_002679,5752036074,2463036034,0,"[606769472, 201526540]",node_002312,node_004493,yes,,,
701733618,237546286,0,1172772465,motorway,3,,京藏高速,True,G6;G110,False,42.65744986464153,"LINESTRING (116.3710432 39.9905395, 116.3708911 39.990905)",103.4102564102564,1.4850250337207218,edge_002680,701733618,237546286,0,1172772465,node_002313,node_003871,,,,
608738038,608736711,0,241887148,motorway_link,1,,,True,,False,368.07686071032623,"LINESTRING (116.3109532 39.780689, 116.3128599 39.7802228, 116.3129893 39.7801372, 116.3130705 39.7800115, 116.3130672 39.7798888, 116.3130055 39.7797767, 116.3128325 39.7796653, 116.3125717 39.7796268, 116.3120516 39.7796519, 116.311429 39.7796488)",51.666666666666664,25.646645778525958,edge_002681,608738038,608736711,0,241887148,node_002314,node_001816,,,,
2480495375,2480495376,0,240311476,motorway_link,,,,True,,False,189.4178059933283,"LINESTRING (116.5057443 39.906758, 116.5035326 39.9069112)",51.666666666666664,13.198143901470617,edge_002682,2480495375,2480495376,0,240311476,node_002315,node_002316,,,,
2480495375,4966029187,0,243051148,motorway,3,,京通快速,True,G103,False,708.0429941623865,"LINESTRING (116.5057443 39.906758, 116.4974438 39.9068249)",103.4102564102564,24.64895521457949,edge_002683,2480495375,4966029187,0,243051148,node_002315,node_001986,,,,
2473335571,2473335572,0,239556661,trunk_link,,,,True,,False,100.31079556064087,"LINESTRING (116.2694177 39.9590277, 116.2695215 39.9599263)",48.75,7.407566441401172,edge_002684,2473335571,2473335572,0,239556661,node_002317,node_002318,,,,
2473335571,3028491399,0,"[26404004, 1077130598]",trunk,4,,西四环北路,True,,False,702.7361458216005,"LINESTRING (116.2694177 39.9590277, 116.269161 39.9613633, 116.2687218 39.965325)",72.99638989169675,34.65719508473294,edge_002685,2473335571,3028491399,0,"[26404004, 1077130598]",node_002317,node_002426,yes,,,
2382584598,2382584599,0,229695672,trunk_link,,,,True,,False,54.376583930305756,"LINESTRING (116.2899161 39.9492065, 116.2900477 39.949685)",48.75,4.015501582545656,edge_002686,2382584598,2382584599,0,229695672,node_002319,node_002320,,,,
2382584598,366532722,0,121653903,trunk,3,,蓝靛厂南路,True,,False,377.0429933382132,"LINESTRING (116.2899161 39.9492065, 116.2899199 39.9509956, 116.2899639 39.9517395, 116.2900109 39.9525958)",72.99638989169675,18.594820621012175,edge_002687,2382584598,366532722,0,121653903,node_002319,node_002086,,,,
1014897435,1014897383,0,"[87287432, 87287323, 87287411, 87287391]",motorway_link,,,,True,,False,817.5915697351124,"LINESTRING (116.10991 39.7897682, 116.1100341 39.7893492, 116.1101359 39.7891715, 116.1102713 39.7890399, 116.1103994 39.7889479, 116.1105516 39.7888696, 116.1127748 39.7880503, 116.112951 39.7879748, 116.113095 39.7878654, 116.1131763 39.7877743, 116.113239 39.787652, 116.113261 39.7875563, 116.1132567 39.7874294, 116.1132254 39.7873233, 116.1131551 39.7872198, 116.1130535 39.7871229, 116.112918 39.7870467, 116.112746 39.7869927, 116.1126105 39.7869797, 116.1124665 39.7869842, 116.11232 39.7870096, 116.1122082 39.7870539, 116.1121066 39.7871137, 116.1120168 39.7871892, 116.1119313 39.7872999, 116.1118762 39.7874229, 116.1118567 39.7875257, 116.1118635 39.7876565, 116.1119523 39.788021, 116.1121284 39.7886933, 116.1122479 39.7895021)",51.666666666666664,56.96767066541429,edge_002688,1014897435,1014897383,0,"[87287432, 87287323, 87287411, 87287391]",node_002321,node_002310,yes,,,
