road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v
edge_000001,9249685505,9249685502,0,"[1300273674, 1000800051]",node_000001,node_000981
edge_000002,9249685506,9249685505,0,1002196769,node_000002,node_000001
edge_000003,321617925,321617927,0,1503593355,node_000003,node_000004
edge_000004,321617925,321617927,1,139831161,node_000003,node_000004
edge_000005,321617927,13760687090,0,1503593355,node_000004,node_003964
edge_000006,321617927,11583971726,0,139831161,node_000004,node_002857
edge_000007,249561097,249561104,0,242787710,node_000005,node_000011
edge_000008,384253962,384253963,0,33615660,node_000006,node_000007
edge_000009,384253963,8510247018,0,"[29152117, 33615462]",node_000007,node_001300
edge_000010,1406795788,321719317,0,127031069,node_000008,node_000947
edge_000011,321617933,10312453383,0,167454088,node_000009,node_001020
edge_000012,249561104,1359330042,0,"[121399390, 121399414]",node_000011,node_005435
edge_000013,249561104,701732960,0,739539780,node_000011,node_002071
edge_000014,1406795796,323139249,0,"[127031014, 127031096, 127031091, 127031030, 1277603800]",node_000014,node_004934
edge_000015,11205361687,124185804,0,"[165756705, 150899337, 1192350654]",node_000016,node_004041
edge_000016,8823259165,320486961,0,"[1023638723, 1023638724, 241923630]",node_000017,node_005711
edge_000017,1637646369,605307482,0,1233257224,node_000018,node_000224
edge_000018,279855139,279855121,0,155236064,node_000019,node_000012
edge_000019,1637646373,1290300948,0,1073286327,node_000020,node_004161
edge_000020,610844719,610845208,0,"[127697039, 122496339, 739536532, 122496342, 127697046, 122496344, 122496343]",node_000021,node_000187
edge_000021,1637646385,567684024,0,150899349,node_000022,node_003944
edge_000022,1637646385,10779655510,0,188596831,node_000022,node_005652
edge_000023,610844725,610844739,0,48044049,node_000023,node_000027
edge_000024,610844725,1412757515,0,"[84355052, 739536533, 84355086]",node_000023,node_005126
edge_000025,289275959,289275967,0,26403973,node_000024,node_000026
edge_000026,289275959,35862246,0,26404002,node_000024,node_004966
edge_000027,4714905655,606761124,0,1293021875,node_000025,node_004337
edge_000028,289275967,1293134839,0,"[1188308800, 152587379, 152587364]",node_000026,node_003966
edge_000029,1637646404,296345930,0,150899319,node_000028,node_002838
edge_000030,11205361731,1189179539,0,102976597,node_000029,node_004334
edge_000031,1637646406,1637646404,0,150899343,node_000030,node_000028
edge_000032,4748148814,1211888046,0,105154035,node_000031,node_004428
edge_000033,4748148814,1211887811,0,481931246,node_000031,node_004347
edge_000034,8736112732,249560784,0,33407467,node_000032,node_005757
edge_000035,2494906467,2417303456,0,"[313488892, 241919291, 174581532]",node_000034,node_002679
edge_000036,2494906467,321477187,0,"[313488922, 241919292]",node_000034,node_002257
edge_000037,2494906473,321477187,0,"[939378512, 313488873]",node_000037,node_002257
edge_000038,321421418,35862230,0,154526700,node_000038,node_004958
edge_000039,1637646449,6949733607,0,742331881,node_000039,node_000369
edge_000040,610910322,249561097,0,121399311,node_000040,node_000005
edge_000041,1637646452,9496529922,0,1308597357,node_000041,node_000938
edge_000042,4414947447,9125906982,0,1141461554,node_000042,node_000792
edge_000043,4414947448,9085460356,0,1299515323,node_000043,node_002672
edge_000044,1637646457,296817032,0,30878181,node_000044,node_001455
edge_000045,2494906488,2494906473,0,"[313488873, 241919284]",node_000045,node_000037
edge_000046,2494906488,2355641329,0,"[313488898, 241919285]",node_000045,node_005538
edge_000047,605257852,12198476914,0,"[253283616, 253283619, 26320453]",node_000046,node_005576
edge_000048,605257852,605257856,0,47573226,node_000046,node_000048
edge_000049,2494906493,2355641331,0,"[128686401, 22072334]",node_000047,node_005539
edge_000050,2494906493,2494906517,0,241919286,node_000047,node_000055
edge_000051,605257860,605257863,0,47573229,node_000049,node_000050
edge_000052,605257863,605259940,0,"[317918496, 253283617, 317918436, 29337221, 413714419, 317918484, 413714422, 317918458]",node_000050,node_000638
edge_000053,11517182092,1995886870,0,254324237,node_000051,node_001401
edge_000054,11517182092,2621877242,0,254324237,node_000051,node_003967
edge_000055,1637646480,1637646457,0,150899333,node_000052,node_000044
edge_000056,1226801299,9992956476,0,"[1099974582, 106648471]",node_000053,node_003795
edge_000057,1226801299,1226801381,0,106648473,node_000053,node_000071
edge_000058,2494906516,2417303456,0,"[241919289, 241919290, 241919287]",node_000054,node_002679
edge_000059,2494906517,3194818929,0,"[241919293, 313488894]",node_000055,node_001443
edge_000060,2494906517,2494906516,0,"[313488861, 313488834, 313488893, 313488879]",node_000055,node_000054
edge_000061,320520340,273103145,0,"[479621131, 317916347]",node_000056,node_005263
edge_000062,611025058,605286862,0,"[219963968, 403118180, 403118182, 367698385, 367698388]",node_000057,node_004442
edge_000063,336380069,266112314,0,30041863,node_000058,node_001036
edge_000064,1930526903,9927199125,0,113679896,node_000059,node_000737
edge_000065,1637646520,124186540,0,150899354,node_000060,node_004276
edge_000066,320520395,320522719,0,"[479621133, 479621134]",node_000061,node_000760
edge_000067,320520395,273103145,0,1135118748,node_000061,node_005263
edge_000068,610844876,610845208,0,48044061,node_000062,node_000187
edge_000069,6015615181,320536240,0,"[638258138, 741854719]",node_000063,node_005744
edge_000070,6015615181,6015613043,0,"[638258140, 741854718]",node_000063,node_005180
edge_000071,8269054160,322737197,0,1102638512,node_000064,node_001718
edge_000072,12553961695,12553935009,0,"[1356411747, 1356411748, 817111077]",node_000065,node_002114
edge_000073,12553961696,12553961700,0,1356411721,node_000066,node_000077
edge_000074,12472910049,1637646626,0,"[165762559, 1354392223]",node_000067,node_000104
edge_000075,380731617,288193610,0,165628817,node_000068,node_005571
edge_000076,380731617,604939234,0,"[114108330, 165628772, 165628775]",node_000068,node_003119
edge_000077,11510333666,3418081786,0,"[334736688, 334736687, 334736671]",node_000070,node_000765
edge_000078,1226801381,2485089859,0,106648473,node_000071,node_004882
edge_000079,1637646565,296816892,0,1308597358,node_000072,node_001385
edge_000080,1637646566,1637646567,0,150899338,node_000073,node_000074
edge_000081,1637646566,1637646592,0,"[150899321, 150899362, 1156938477]",node_000073,node_000088
edge_000082,1637646568,1637646565,0,150899334,node_000075,node_000072
edge_000083,2047656163,2047656164,0,194243671,node_000076,node_003809
edge_000084,12553961700,12553988904,0,1356411721,node_000077,node_003866
edge_000085,2047656165,1293134750,0,194243670,node_000078,node_003926
edge_000086,2047656165,279857177,0,"[154526740, 32594383]",node_000078,node_000617
edge_000087,6341247206,1226512193,0,1239812193,node_000079,node_001961
edge_000088,6341247206,11289065771,0,1239812193,node_000079,node_005264
edge_000089,1226801395,264602169,0,"[240893959, 240893960, 297193352, 240893964, 297193360]",node_000080,node_000203
edge_000090,605323509,605345491,0,47577136,node_000081,node_001916
edge_000091,605323509,605323528,0,1246025516,node_000081,node_000091
edge_000092,1226801397,12905951147,0,106648478,node_000082,node_004274
edge_000093,244252919,64499347,0,"[723613104, 29276907, 51768308]",node_000084,node_004197
edge_000094,1637646586,1637646583,0,150899336,node_000086,node_000083
edge_000095,1637646586,1637646565,0,"[1155784868, 150899363, 1097960732]",node_000086,node_000072
edge_000096,529547515,5086475903,0,1411402712,node_000087,node_004914
edge_000097,529547515,9400305501,0,42416248,node_000087,node_000573
edge_000098,1637646592,1637646602,0,150899321,node_000088,node_000092
edge_000099,1637646592,1771721965,0,165632752,node_000088,node_001771
edge_000100,9123496197,9123496220,0,555205145,node_000089,node_000100
edge_000101,1637646599,1637646602,0,150899344,node_000090,node_000092
edge_000102,605323528,605345435,0,119555324,node_000091,node_001902
edge_000103,605323528,321617933,0,167454088,node_000091,node_000009
edge_000104,1637646602,6143842962,0,"[165632731, 1066477743]",node_000092,node_002281
edge_000105,9123496204,2125929634,0,969653760,node_000093,node_002440
edge_000106,9123496212,9123496204,0,969653760,node_000094,node_000093
edge_000107,1637646613,6143844440,0,"[1071049937, 1066477742]",node_000095,node_002741
edge_000108,266109208,8809675571,0,173319136,node_000096,node_005450
edge_000109,1637646617,604782965,0,150899364,node_000097,node_000121
edge_000110,289276184,279855139,0,26404015,node_000098,node_000019
edge_000111,9123496220,9125563030,0,555205145,node_000100,node_000838
edge_000112,9123496223,9123496197,0,555205145,node_000101,node_000089
edge_000113,1637646624,1637646617,0,150899348,node_000102,node_000097
edge_000114,1637646626,1637646625,0,150899335,node_000104,node_000103
edge_000115,1637646626,1637646617,0,"[205057835, 1145602709]",node_000104,node_000097
edge_000116,1211859237,1211859258,0,"[105149560, 105149565, 105149551]",node_000105,node_000111
edge_000117,35553582,1634403553,0,150541846,node_000106,node_000364
edge_000118,1765245230,35858266,0,"[164939802, 164939811, 176585271]",node_000107,node_003508
edge_000119,2057273647,2057273650,0,195255416,node_000108,node_000110
edge_000120,9123496241,2125894738,0,969653760,node_000109,node_001724
edge_000121,2057273650,1870668812,0,"[169616128, 176576446, 169616159]",node_000110,node_003150
edge_000122,1211859258,981883555,0,154084723,node_000111,node_002288
edge_000123,6431031614,2490851842,0,"[241451859, 241451852]",node_000112,node_002902
edge_000124,1652916545,13771177622,0,"[1505095784, 1505159474, 1505104700]",node_000113,node_005737
edge_000125,1226801474,2485089832,0,"[1421077321, 106648467]",node_000114,node_004873
edge_000126,1226801474,1226801397,0,106648478,node_000114,node_000082
edge_000127,529547599,529548154,0,42416248,node_000115,node_000275
edge_000128,529547599,9400305445,0,42416248,node_000115,node_000556
edge_000129,124174677,1298058591,0,173174420,node_000116,node_001044
edge_000130,1765245278,1765245230,0,164931252,node_000117,node_000107
edge_000131,237535582,1634274095,0,150522799,node_000118,node_000880
edge_000132,331006306,331005765,0,"[187862256, 187862273, 187862276]",node_000119,node_005796
edge_000133,9128542575,9126680631,0,238769488,node_000120,node_002048
edge_000134,9128542575,533421076,0,238769488,node_000120,node_002389
edge_000135,604782965,604783906,0,150802764,node_000121,node_000391
edge_000136,604782965,384341181,0,"[47500597, 655777030]",node_000121,node_001761
edge_000137,1765245311,1765245310,0,164931246,node_000123,node_000122
edge_000138,1765245311,1765245230,0,"[164931257, 164931250, 164930286]",node_000123,node_000107
edge_000139,1985003913,320471016,0,"[187862263, 187862278, 187862279]",node_000125,node_005855
edge_000140,12968903053,5466524483,0,252635135,node_000126,node_000884
edge_000141,12968903053,9816551245,0,252635135,node_000126,node_004244
edge_000142,12735857053,124185871,0,1375496533,node_000128,node_004070
edge_000143,1296155048,10011866920,0,1070361809,node_000130,node_005007
edge_000144,1230291369,35858266,0,164962796,node_000131,node_003508
edge_000145,264602029,264602156,0,"[182981710, 154101711]",node_000132,node_000197
edge_000146,264602029,264602039,0,"[154101724, 154101710, 240813430]",node_000132,node_000138
edge_000147,9814884785,1350996065,0,1068815295,node_000133,node_001287
edge_000148,12553929137,1995886888,0,1356411719,node_000134,node_001412
edge_000149,1230291378,1230291386,0,106996390,node_000135,node_000140
edge_000150,12553929140,12553929191,0,1356411717,node_000136,node_000160
edge_000151,9814884786,9814884785,0,1069300307,node_000137,node_000133
edge_000152,264602039,1226813845,0,154101710,node_000138,node_004420
edge_000153,264602039,1226813784,0,182981712,node_000138,node_004394
edge_000154,1610662329,2596661118,0,104246086,node_000139,node_003520
edge_000155,1610662329,1610662334,0,147948017,node_000139,node_000142
edge_000156,1230291386,5845069394,0,"[152637100, 152637070, 152637107, 1197005524, 152637115]",node_000140,node_004182
edge_000157,1610662333,529974165,0,"[104246076, 147948023]",node_000141,node_000284
edge_000158,1610662334,288040413,0,147948008,node_000142,node_003365
edge_000159,1610662334,11928231735,0,1285925417,node_000142,node_002651
edge_000160,2575647166,746486464,0,1272213136,node_000143,node_005421
edge_000161,2575647165,1803664747,0,1272213135,node_000145,node_005659
edge_000162,245154243,1634491638,0,"[150550296, 150550330]",node_000146,node_002459
edge_000163,11517182409,1995886949,0,478243141,node_000147,node_001438
edge_000164,11517182409,1995886953,0,478243141,node_000147,node_001440
edge_000165,1230291404,1230291454,0,106996373,node_000148,node_000176
edge_000166,1230291404,1870737432,0,"[172431348, 176590508, 152637118]",node_000148,node_004313
edge_000167,5202428370,4618050445,0,465563897,node_000150,node_002347
edge_000168,5582848470,1988898170,0,"[583991665, 838802131, 958576908, 958576909]",node_000151,node_004111
edge_000169,5582848470,8869418565,0,"[664505194, 664505195, 664505198, 958576912, 958576913, 960211699]",node_000151,node_001867
edge_000170,1230291414,1230291480,0,106996374,node_000152,node_000186
edge_000171,288195033,2047656165,0,"[154526713, 154526763, 154526740, 154526765]",node_000153,node_000078
edge_000172,5202428378,6219485814,0,404326241,node_000154,node_001569
edge_000173,5202428378,4605155928,0,"[664504058, 465563894]",node_000154,node_002262
edge_000174,5202428380,4605156018,0,537184021,node_000155,node_002291
edge_000175,5202428386,6219485844,0,478250806,node_000156,node_001583
edge_000176,1230291427,1230291404,0,176590512,node_000157,node_000148
edge_000177,1230291428,321416782,0,172788773,node_000158,node_004175
edge_000178,12553929190,12553929137,0,1356411719,node_000159,node_000134
edge_000179,12553929191,12553935023,0,"[1356411728, 1356411722, 1356411717, 1356411726]",node_000160,node_002122
edge_000180,1101169133,1101169148,0,94847444,node_000161,node_000175
edge_000181,1101169133,1101169143,0,"[155577064, 127467618, 127467613]",node_000161,node_000171
edge_000182,12553929200,12553934951,0,51997674,node_000164,node_002075
edge_000183,12553929200,12553934918,0,"[1356411729, 1356411733, 1356411734]",node_000164,node_002058
edge_000184,1101169139,1101169140,0,"[144927504, 127467617, 87339977]",node_000167,node_000168
edge_000185,1101169140,1721502108,0,87339977,node_000168,node_000741
edge_000186,1101169141,325684679,0,94847447,node_000169,node_001077
edge_000187,1101169142,1101169140,0,94847445,node_000170,node_000168
edge_000188,1101169143,325912923,0,94847449,node_000171,node_000711
edge_000189,1101169143,1410728874,0,"[155577057, 29179496, 1012959308, 1012959309, 172792758]",node_000171,node_000295
edge_000190,1230291442,1230291427,0,106996380,node_000172,node_000157
edge_000191,1230291444,1230291389,0,106996378,node_000173,node_000144
edge_000192,1230291444,1230291503,0,"[176590504, 152637113, 176590513]",node_000173,node_000199
edge_000193,321208821,1634491510,0,150550347,node_000174,node_002418
edge_000194,321208821,8066838233,0,"[150550299, 865466553, 30070739, 186285124]",node_000174,node_004215
edge_000195,605340158,644630023,0,"[673209570, 673209567, 29131166, 47577567]",node_000177,node_000489
edge_000196,1101169154,1101169139,0,94847451,node_000178,node_000167
edge_000197,1985004038,1985003981,0,187862267,node_000180,node_000149
edge_000198,1985004038,320471016,0,"[187862288, 1297394667, 187862259]",node_000180,node_005855
edge_000199,2099577353,4966029187,0,199978736,node_000181,node_001986
edge_000200,12781978121,323144027,0,42749476,node_000182,node_000712
edge_000201,1230291468,1230291427,0,"[176590512, 959663097, 176590503]",node_000183,node_000157
edge_000202,1230291470,1230291468,0,106996368,node_000184,node_000183
edge_000203,1230291480,1230291444,0,152637113,node_000186,node_000173
edge_000204,610845208,269424778,0,139502708,node_000187,node_002100
edge_000205,12198445594,1194118367,0,"[240896451, 133902411, 133902413, 402683890, 361758804, 219963989, 361758806]",node_000188,node_001001
edge_000206,12198445595,605249260,0,"[1197845538, 1197845539, 184477865, 1253169195, 1253169196, 184477873, 184477874, 29182551]",node_000189,node_002639
edge_000207,9125921307,9125558875,0,1141461554,node_000190,node_005371
edge_000208,9125921311,4414947448,0,1141461552,node_000191,node_000043
edge_000209,610845224,610845569,0,48044074,node_000193,node_000278
edge_000210,610845224,610844725,0,"[127697037, 172183342, 122496338, 122496340, 122496341, 127697047, 122496345]",node_000193,node_000023
edge_000211,9324708393,1460425480,0,241240038,node_000194,node_001624
edge_000212,9025815082,746441963,0,"[164919786, 194262548, 164919783]",node_000195,node_001007
edge_000213,9025815082,9025835819,0,975338637,node_000195,node_001632
edge_000214,538427946,1288801469,0,113679896,node_000196,node_000994
edge_000215,264602156,1226801395,0,"[240816946, 154101711]",node_000197,node_000080
edge_000216,1985004075,331005433,0,30052347,node_000198,node_005702
edge_000217,1230291503,1230291461,0,106996381,node_000199,node_000179
edge_000218,1230291503,2738796107,0,176590513,node_000199,node_004886
edge_000219,380764721,9296390422,0,190441557,node_000200,node_003661
edge_000220,11707630131,11707630130,0,1259297913,node_000202,node_000201
edge_000221,11707630131,9249685451,0,1376669212,node_000202,node_005838
edge_000222,264602169,370358597,0,32881091,node_000203,node_005279
edge_000223,264602169,1808447391,0,169678195,node_000203,node_005066
edge_000224,1230291515,1230291557,0,106996370,node_000205,node_000229
edge_000225,1230291517,1230291386,0,"[29292512, 152637101, 152637110]",node_000206,node_000140
edge_000226,605307455,9388309380,0,47576118,node_000207,node_005478
edge_000227,12795904579,12795904580,0,1382099282,node_000208,node_000209
edge_000228,12795904580,1207046756,0,"[104637516, 104637477, 144789903]",node_000209,node_001566
edge_000229,1230291524,1230291428,0,106996379,node_000210,node_000158
edge_000230,11707630149,323080496,0,1259297914,node_000211,node_001415
edge_000231,1985004102,1985004125,0,"[187862275, 187862268, 187862269]",node_000212,node_000227
edge_000232,264602187,1808447618,0,"[169678211, 169678212, 169678205]",node_000213,node_005189
edge_000233,264602187,278868041,0,"[478003259, 623957867, 105154006]",node_000213,node_004324
edge_000234,1230291533,2738796156,0,268531017,node_000214,node_004913
edge_000235,9789571663,1930542167,0,113679884,node_000216,node_005572
edge_000236,9789571663,1288801469,0,113679884,node_000216,node_000994
edge_000237,11707630159,11707630157,0,1259297915,node_000218,node_000215
edge_000238,11707630159,4696280559,0,"[1255594217, 1377182036]",node_000218,node_001095
edge_000239,12183372376,12183372382,0,241796384,node_000220,node_000225
edge_000240,605307480,1637646373,0,1233257229,node_000221,node_000020
edge_000241,12183372379,12064428514,0,1302654954,node_000222,node_001501
edge_000242,321208920,245150739,0,"[30070731, 150550300, 150550333]",node_000223,node_004672
edge_000243,321208920,321208821,0,150550347,node_000223,node_000174
edge_000244,605307482,1291598913,0,1073286200,node_000224,node_005567
edge_000245,12183372382,2462923297,0,241796384,node_000225,node_005361
edge_000246,1230291548,1230291535,0,106996392,node_000226,node_000217
edge_000247,1230291548,1230291557,0,"[1197005515, 152637109, 152637119]",node_000226,node_000229
edge_000248,1985004125,289114266,0,42746836,node_000227,node_000636
edge_000249,12183372385,12183372379,0,1302654954,node_000228,node_000222
edge_000250,1230291557,1836427080,0,1297394663,node_000229,node_003502
edge_000251,331006566,1985003933,0,"[187862265, 187862250, 187862249]",node_000230,node_000129
edge_000252,331006566,331005765,0,187862274,node_000230,node_005796
edge_000253,380764784,9296390424,0,1051962157,node_000231,node_003663
edge_000254,1872544399,1296110648,0,172814011,node_000233,node_001720
edge_000255,1872544399,10044550178,0,172814011,node_000233,node_003980
edge_000256,237535900,604881779,0,"[121781873, 162652083, 47504391]",node_000234,node_000272
edge_000257,237535900,981019133,0,139339328,node_000234,node_003770
edge_000258,289129120,289129150,0,26391785,node_000235,node_000242
edge_000259,534250146,35869971,0,127464460,node_000236,node_001784
edge_000260,9699918502,4696280562,0,"[1055624776, 478927699, 169204636, 1104928972]",node_000237,node_001096
edge_000261,701760169,1634509644,0,1301409324,node_000238,node_003037
edge_000262,9781428907,10910525560,0,201307343,node_000239,node_003612
edge_000263,654148271,700071864,0,"[1277762050, 237180359, 158054697, 55702604, 237180366, 51264435, 51264437, 55702614, 51267742, 51267743]",node_000240,node_005828
edge_000264,321422010,2458217516,0,237954094,node_000241,node_003990
edge_000265,289129150,82972556,0,"[25093041, 26391786, 26391227]",node_000242,node_001199
edge_000266,237568719,701733204,0,1107893547,node_000244,node_002173
edge_000267,1351272680,1351272670,0,120521083,node_000245,node_000653
edge_000268,237535958,237535900,0,139339328,node_000246,node_000234
edge_000269,1423966941,1420909521,0,"[128620738, 26953571, 25214182, 29229135, 128620795]",node_000247,node_002364
edge_000270,289129190,289124805,0,164931244,node_000248,node_004440
edge_000271,4976460539,4978729125,0,508136219,node_000250,node_002766
edge_000272,321209089,245150488,0,22801708,node_000251,node_004549
edge_000273,321209089,8066838236,0,"[1292614125, 30596773]",node_000251,node_004216
edge_000274,11264475912,10923992364,0,172813936,node_000252,node_003296
edge_000275,11264475913,10931626977,0,"[172813937, 172813934]",node_000253,node_003127
edge_000276,754516750,325684681,0,87339959,node_000255,node_001078
edge_000277,754516750,754515890,0,"[104647192, 60500555]",node_000255,node_005825
edge_000278,320471828,1985004075,0,30052347,node_000256,node_000198
edge_000279,320471828,331005768,0,"[30052102, 30052104, 187862283, 187862252, 187862254, 187862287, 187862286]",node_000256,node_005799
edge_000280,644629273,4583502055,0,1262420683,node_000257,node_004359
edge_000281,384107291,384109151,0,146612991,node_000258,node_000815
edge_000282,607314536,1621418264,0,"[154526741, 47739037, 154526703]",node_000259,node_002830
edge_000283,607314536,644617978,0,"[42746451, 237946899, 42746453]",node_000259,node_001933
edge_000284,320471840,2476598094,0,"[42746858, 42746886, 42746887]",node_000260,node_003039
edge_000285,320471840,644629661,0,338734500,node_000260,node_000350
edge_000286,754516776,754517445,0,"[60500732, 87339974]",node_000261,node_000469
edge_000287,754516776,1207063104,0,"[87339980, 146696749, 146696751]",node_000261,node_001545
edge_000288,10911073068,1836771744,0,172826288,node_000263,node_003719
edge_000289,1410728758,604746431,0,127468260,node_000264,node_004521
edge_000290,1410728758,9793116618,0,150926384,node_000264,node_002214
edge_000291,321717056,370358658,0,"[253047208, 253047211, 253329804, 253047213, 32881104, 32881105, 664422039]",node_000265,node_005313
edge_000292,9202467650,2125929639,0,834178057,node_000266,node_002445
edge_000293,9202467650,4872388324,0,834178057,node_000266,node_005766
edge_000294,1410728778,6586292614,0,"[1348416220, 127468277]",node_000267,node_002193
edge_000295,1410728778,604705408,0,"[127468288, 127468289, 162652110, 150926385, 1348416221]",node_000267,node_001574
edge_000296,331006801,1985004038,0,"[187862280, 187862262, 30052122, 30052126, 30052127]",node_000268,node_000180
edge_000297,331006801,1985003911,0,"[187862272, 187862255, 187862271]",node_000268,node_000124
edge_000298,3688760155,3688760156,0,127156348,node_000269,node_000270
edge_000299,3688760156,2501880329,0,127156348,node_000270,node_003774
edge_000300,1410728815,1410728901,0,"[127468264, 127468273, 150926346, 1411387438]",node_000271,node_000303
edge_000301,604881779,1571464659,0,143599493,node_000272,node_003363
edge_000302,9034744694,9034744696,0,165628665,node_000273,node_000274
edge_000303,9034744696,9034744698,0,165628665,node_000274,node_000277
edge_000304,529548154,9816549401,0,42416248,node_000275,node_003578
edge_000305,529548154,529547599,0,42416248,node_000275,node_000115
edge_000306,72860539,1617939455,0,154117612,node_000276,node_000939
edge_000307,72860539,1667135826,0,154117622,node_000276,node_005295
edge_000308,9034744698,8587044495,0,165628665,node_000277,node_003437
edge_000309,9293415310,12553988928,0,1356411721,node_000280,node_003881
edge_000310,264602514,700358680,0,154101729,node_000281,node_002723
edge_000311,264602514,1226813784,0,106650286,node_000281,node_004394
edge_000312,529974162,1202992882,0,104246068,node_000282,node_004975
edge_000313,264602517,264602526,0,154101713,node_000283,node_000288
edge_000314,529974165,288038478,0,144821738,node_000284,node_002554
edge_000315,13470761880,1406795723,0,1189182526,node_000285,node_005837
edge_000316,529974170,9326231234,0,104246082,node_000287,node_005750
edge_000317,264602526,264602514,0,182981711,node_000288,node_000281
edge_000318,264602526,72855743,0,154101713,node_000288,node_004345
edge_000319,13470761887,1406795719,0,127031066,node_000289,node_005834
edge_000320,1410728863,9793274908,0,"[47498705, 143617309, 47499149]",node_000290,node_000323
edge_000321,1410728865,6406138545,0,"[1066499944, 127468282, 1066499946]",node_000291,node_003821
edge_000322,1410728865,1410728863,0,1011189559,node_000291,node_000290
edge_000323,1410728867,325915643,0,127468256,node_000292,node_001712
edge_000324,1410728867,1101169139,0,"[29549828, 29549799, 1012959306, 1012959307, 143617307]",node_000292,node_000167
edge_000325,1410728871,9345406853,0,159796652,node_000293,node_001987
edge_000326,1410728871,1410728903,0,"[127468283, 127468270]",node_000293,node_000304
edge_000327,1410728873,1410728881,0,127468265,node_000294,node_000298
edge_000328,1410728873,1651194764,0,241240046,node_000294,node_005483
edge_000329,1410728874,604705371,0,"[47498680, 159796663]",node_000295,node_001563
edge_000330,1293140906,268389427,0,1128030989,node_000296,node_000957
edge_000331,1293140911,1293134805,0,"[114109008, 114109014]",node_000297,node_003956
edge_000332,1293140911,1293140906,0,234435454,node_000297,node_000296
edge_000333,273089459,322527849,0,128949613,node_000300,node_002955
edge_000334,273089459,1634854092,0,"[33679298, 33679293, 1169642998]",node_000300,node_003251
edge_000335,35554234,35835567,0,120495375,node_000301,node_001131
edge_000336,1410728901,1410728946,0,241240016,node_000303,node_000315
edge_000337,1410728901,9345336699,0,"[1066499952, 127468254]",node_000303,node_000439
edge_000338,1410728903,6586292617,0,"[159796649, 127468266, 127468278]",node_000304,node_002196
edge_000339,4580033493,1836743939,0,"[172823233, 1416907238]",node_000307,node_005624
edge_000340,6369346519,605257860,0,47573229,node_000308,node_000049
edge_000341,237585368,2494906493,0,"[128686401, 128620729, 178787175]",node_000309,node_000047
edge_000342,237585368,1421545755,0,128686418,node_000309,node_001404
edge_000343,10636624859,2489453107,0,"[780198033, 780198026, 780198029, 1142001718]",node_000310,node_000797
edge_000344,5963908071,5963937888,0,694347012,node_000311,node_005171
edge_000345,5963908071,5963937680,0,"[631555152, 631555153]",node_000311,node_005061
edge_000346,1807827948,1807828205,0,"[169616147, 169616132, 169616123]",node_000312,node_000373
edge_000347,1807827948,1807827989,0,"[169616156, 169616133, 169616151]",node_000312,node_000322
edge_000348,5963908078,5963920942,0,664403433,node_000313,node_004872
edge_000349,1410728945,1410728903,0,127468274,node_000314,node_000304
edge_000350,1410728945,9345406853,0,"[143617313, 1012962370, 1066499953]",node_000314,node_001987
edge_000351,1410728946,604705408,0,1126129189,node_000315,node_001574
edge_000352,5963908083,5963908071,0,"[810670257, 810670258, 694347012, 694347015]",node_000316,node_000311
edge_000353,4580033524,9498305935,0,172830893,node_000317,node_003341
edge_000354,4580033524,1957892359,0,172830893,node_000317,node_001391
edge_000355,12754224118,12754224119,0,1377433799,node_000318,node_000319
edge_000356,12754224118,323080496,0,"[1376189721, 1000800046]",node_000318,node_001415
edge_000357,605275146,605268946,0,"[317913831, 29136012, 29131830, 1267713751, 1267713752, 317916282]",node_000321,node_003955
edge_000358,1807827989,30993622,0,169616153,node_000322,node_004049
edge_000359,9793274908,1410728867,0,47499149,node_000323,node_000292
edge_000360,9793274908,1410728815,0,"[1066499947, 1066499948, 127468263]",node_000323,node_000271
edge_000361,11978556467,2639445648,0,1256419462,node_000325,node_005734
edge_000362,1598669876,1598669873,0,146602374,node_000326,node_000324
edge_000363,1598669876,35857532,0,164928214,node_000326,node_003206
edge_000364,244253761,10048648360,0,243053038,node_000327,node_004744
edge_000365,320898113,1771676846,0,165628706,node_000328,node_003231
edge_000366,1833354320,1835274654,0,"[1411402716, 156340963, 1061807036]",node_000329,node_001464
edge_000367,11113612373,1949686401,0,478367525,node_000330,node_002275
edge_000368,11113612376,1703021623,0,158054624,node_000331,node_000959
edge_000369,331007064,1985004075,0,187862248,node_000332,node_000198
edge_000370,2453767258,2453767259,0,237483510,node_000333,node_000334
edge_000371,2453767258,2453767261,0,42415356,node_000333,node_000336
edge_000372,2453767259,9794727799,0,106996959,node_000334,node_004259
edge_000373,2453767260,2453767261,0,237483511,node_000335,node_000336
edge_000374,2453767260,2453767259,0,106996959,node_000335,node_000334
edge_000375,2453767261,529537661,0,42415356,node_000336,node_002271
edge_000376,11113612381,3005389631,0,42664026,node_000337,node_002331
edge_000377,11779589230,529538894,0,"[42415458, 175226685]",node_000338,node_002660
edge_000378,11072406641,13282290831,0,1156210127,node_000339,node_004020
edge_000379,8195851378,2417303509,0,734272286,node_000340,node_002696
edge_000380,9722430584,9722443917,0,"[1058097360, 1058097358]",node_000341,node_005196
edge_000381,11072406650,4105449521,0,1192800668,node_000342,node_004319
edge_000382,754517121,754515307,0,29549940,node_000343,node_005660
edge_000383,273089666,9722442449,0,173339002,node_000344,node_004527
edge_000384,273089666,384108904,0,"[104129601, 34104263, 1058097362, 1058097363, 1058097364]",node_000344,node_000720
