road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v
edge_003607,1836655585,1836655589,0,172813980,node_003118,node_003122
edge_003608,1836655589,2489324716,0,241240043,node_003122,node_001755
edge_003609,1836655590,644623659,0,172813959,node_003123,node_004080
edge_003610,1836655590,1836655589,0,"[1219115834, 172814003, 172813991]",node_003123,node_003122
edge_003611,1870668773,1870668770,0,176576433,node_003124,node_003121
edge_003612,1870668773,1817905684,0,"[169612334, 176576444, 169612348]",node_003124,node_000778
edge_003613,604939239,1762186670,0,164601683,node_003125,node_001809
edge_003614,10931626977,10931626975,0,172813975,node_003127,node_003117
edge_003615,1363518447,1363518483,0,"[121907217, 1267924291, 121907214]",node_003129,node_003154
edge_003616,322446320,2515879234,0,1092364064,node_003130,node_000414
edge_003617,322446320,245104733,0,"[173223521, 173223511]",node_003130,node_000033
edge_003618,1363518449,1363518436,0,121907189,node_003131,node_003126
edge_003619,1363518449,1363518463,0,121907215,node_003131,node_003145
edge_003620,1363518449,5845069332,0,"[245450160, 121907223]",node_003131,node_004156
edge_003621,1836655602,1836655608,0,172813958,node_003132,node_003138
edge_003622,1836655602,1836655600,0,"[172813994, 241240042, 1258630085]",node_003132,node_003133
edge_003623,1836655600,1836655601,0,172813994,node_003133,node_003137
edge_003624,1840718832,9058171352,0,"[173223514, 173223502]",node_003134,node_005346
edge_003625,1840718832,11091158889,0,1194939219,node_003134,node_003514
edge_003626,1840718837,1201557858,0,33681310,node_003135,node_001437
edge_003627,1840718837,322447260,0,"[173223506, 173223501]",node_003135,node_003523
edge_003628,2480415734,1406795756,0,"[47573417, 127031043, 127031053]",node_003136,node_005856
edge_003629,1836655601,644623220,0,172813944,node_003137,node_003912
edge_003630,1836655601,320904388,0,"[172813994, 172813989, 172813982]",node_003137,node_002452
edge_003631,1836655607,320904388,0,172813976,node_003139,node_002452
edge_003632,1836655610,1836655600,0,172813983,node_003140,node_003133
edge_003633,10931626995,1327784970,0,172813939,node_003141,node_003148
edge_003634,10931627000,1808755345,0,"[121651139, 1091506148, 121651142]",node_003142,node_003815
edge_003635,1405150202,1405150260,0,126860192,node_003143,node_003174
edge_003636,10931627002,10931643406,0,1176593849,node_003144,node_003152
edge_003637,1363518463,1363518449,0,121907215,node_003145,node_003131
edge_003638,321938435,1762167103,0,1115921796,node_003146,node_000699
edge_003639,1840718856,1840711646,0,173223525,node_003147,node_000600
edge_003640,1327784970,11264475912,0,"[172813936, 172813939]",node_003148,node_000252
edge_003641,1870668812,1807828202,0,169616159,node_003150,node_000372
edge_003642,1870668812,1870668811,0,176576425,node_003150,node_003149
edge_003643,1405150219,1405150173,0,126860157,node_003151,node_003114
edge_003644,1405150219,1405150075,0,"[126860193, 126860186]",node_003151,node_003079
edge_003645,10931643406,5689965518,0,230665794,node_003152,node_005516
edge_003646,1363518482,1363518463,0,"[121907220, 121907221]",node_003153,node_003145
edge_003647,1363518483,1363518485,0,121907199,node_003154,node_003156
edge_003648,1363518483,1363518500,0,"[1267697383, 121907214, 121907222]",node_003154,node_003162
edge_003649,1363518484,1363518482,0,121907203,node_003155,node_003153
edge_003650,528589846,1406706295,0,127017842,node_003157,node_002956
edge_003651,1226548248,1226548267,0,106620122,node_003158,node_003166
edge_003652,1226548248,35868032,0,"[26812150, 5169081, 159794798]",node_003158,node_001051
edge_003653,380691487,1703021756,0,"[1272466977, 42664026, 158054622]",node_003160,node_000993
edge_003654,380691487,1703021714,0,1272466979,node_003160,node_000982
edge_003655,1363518496,1363518500,0,463033770,node_003161,node_003162
edge_003656,1363518500,2738796058,0,"[1301410266, 121907212]",node_003162,node_004855
edge_003657,1771676710,296953393,0,165628758,node_003163,node_003408
edge_003658,1771676710,1771676610,0,"[165628712, 165628674, 165628804]",node_003163,node_003102
edge_003659,1226548265,9814884785,0,1068815295,node_003165,node_000133
edge_003660,1226548268,1634274095,0,1193267236,node_003167,node_000880
edge_003661,533603372,1359329272,0,121399336,node_003168,node_005113
edge_003662,1405150252,1405150202,0,126860150,node_003169,node_003143
edge_003663,1405150252,1405150126,0,"[126860158, 126860175]",node_003169,node_003094
edge_003664,8250942509,9794904809,0,1066694616,node_003170,node_003008
edge_003665,322446384,2515879234,0,"[173223499, 244247150]",node_003171,node_000414
edge_003666,331211827,77305568,0,115494689,node_003173,node_001925
edge_003667,1405150260,8738589751,0,126860192,node_003174,node_000961
edge_003668,1080697911,1080698373,0,152632069,node_003175,node_003384
edge_003669,1080697911,1080698711,0,"[152632065, 152632059, 93228983]",node_003175,node_003507
edge_003670,1405150263,1405150275,0,126860182,node_003176,node_003188
edge_003671,2424906811,9033666117,0,234194885,node_003177,node_001115
edge_003672,287335484,1230312305,0,1268080557,node_003178,node_001666
edge_003673,287335484,1230312251,0,"[106996953, 1066681100, 1066681101]",node_003178,node_001642
edge_003674,1363518527,2738796036,0,"[121907227, 1150053455]",node_003180,node_004840
edge_003675,1836655680,644621751,0,1139109201,node_003181,node_003355
edge_003676,1836655680,9193032474,0,1221345387,node_003181,node_000871
edge_003677,1836655681,1673211022,0,154855573,node_003182,node_004019
edge_003678,1405150270,1405150252,0,126860150,node_003183,node_003169
edge_003679,1405150270,380657839,0,126860126,node_003183,node_002768
edge_003680,605283391,605284495,0,47575136,node_003184,node_003621
edge_003681,605283391,605283246,0,"[210697664, 47575072, 47575131, 47575070]",node_003184,node_003096
edge_003682,1405150272,1405150248,0,"[126860184, 126860159]",node_003186,node_003164
edge_003683,1405150272,1405150021,0,"[126860187, 126860195]",node_003186,node_003032
edge_003684,605283393,3642061507,0,478200842,node_003187,node_004524
edge_003685,1405150275,1405150450,0,"[126860128, 126860129, 126860130, 158054613]",node_003188,node_003277
edge_003686,1771676744,333165461,0,165628670,node_003189,node_004631
edge_003687,1836655690,1296110704,0,1281386800,node_003190,node_001734
edge_003688,1771676746,320903165,0,"[165628800, 165628778]",node_003191,node_002036
edge_003689,1771676746,1771676571,0,"[165628760, 165628809, 165628807]",node_003191,node_003085
edge_003690,1836655694,534314387,0,1070361820,node_003193,node_005672
edge_003691,10184074319,384108245,0,9701147,node_003194,node_000533
edge_003692,332620878,332620555,0,121362905,node_003195,node_003016
edge_003693,287335505,605857743,0,241796386,node_003196,node_003542
edge_003694,1940022361,1182696859,0,"[183789600, 183789602, 183789603, 183789605, 183789584, 102413713, 183789586, 183789588, 183789593, 183789594, 183789595]",node_003200,node_000449
edge_003695,1405150298,4716412416,0,126860178,node_003201,node_005705
edge_003696,1405150308,1405150317,0,413681155,node_003202,node_003204
edge_003697,1405150308,4716412415,0,"[126860169, 334742234, 126860174, 126860166]",node_003202,node_005703
edge_003698,1405150313,1405150399,0,"[126860196, 1041149104, 126860177, 1041149105, 126860191]",node_003203,node_003248
edge_003699,1405150317,1405150392,0,"[126860161, 413681155, 126860188]",node_003204,node_003244
edge_003700,1405150325,1405150081,0,"[413681152, 126860162, 413681154, 969649960, 969649961, 969649964, 969649965, 126860147, 126860189, 126860191]",node_003205,node_003081
edge_003701,35857532,320828982,0,"[948410296, 164928214]",node_003206,node_004876
edge_003702,1405150332,1405150325,0,126860191,node_003207,node_003205
edge_003703,1405150332,1405150341,0,"[334742228, 126860149]",node_003207,node_003210
edge_003704,1405150336,1405150325,0,"[126860145, 334742246]",node_003208,node_003205
edge_003705,332948609,332948621,0,"[987360110, 30212590, 30212592, 167457550, 167457551, 987360125, 987360126]",node_003209,node_003220
edge_003706,332948609,276094700,0,"[987360119, 987360120, 987360121, 987360122, 987360123, 987360124, 1123908094]",node_003209,node_002640
edge_003707,35857542,1765225568,0,164929446,node_003211,node_004712
edge_003708,35857542,35857547,0,176585269,node_003211,node_003215
edge_003709,10931643526,644616793,0,"[154526704, 50635221, 154526710]",node_003212,node_001561
edge_003710,1634854025,35870781,0,150585615,node_003214,node_002052
edge_003711,35857547,35857550,0,"[681798960, 681798961]",node_003215,node_003218
edge_003712,605283467,3202592439,0,47575112,node_003216,node_004206
edge_003713,605283467,605284495,0,783282463,node_003216,node_003621
edge_003714,1405150347,1405150382,0,"[334742224, 126860151]",node_003217,node_003237
edge_003715,35857550,1765233091,0,164930276,node_003218,node_001485
edge_003716,35857550,35858257,0,"[164930272, 681798961, 29171227, 29171223]",node_003218,node_003504
edge_003717,5840872591,5840872621,0,158054621,node_003219,node_003230
edge_003718,332948621,321581073,0,"[167457545, 167457548, 1123908093]",node_003220,node_004307
edge_003719,233759888,1807791848,0,29258170,node_003221,node_004968
edge_003720,534553754,534553775,0,42747021,node_003223,node_003232
edge_003721,332948634,332948639,0,"[670070345, 30212594, 30558542]",node_003224,node_003227
edge_003722,332948634,35870323,0,"[987360112, 987360113, 1061807035]",node_003224,node_001895
edge_003723,5840872604,11645648132,0,158054621,node_003225,node_005626
edge_003724,1940022430,1940022522,0,"[334488835, 183597924]",node_003226,node_003282
edge_003725,332948639,332948621,0,30558548,node_003227,node_003220
edge_003726,332948639,296298426,0,"[987360128, 30212680, 987360127]",node_003227,node_003531
edge_003727,1405150376,1405150332,0,126860191,node_003228,node_003207
edge_003728,1634854056,1634854064,0,150585621,node_003229,node_003238
edge_003729,1634854056,35871124,0,"[1270286010, 29314837, 229781333]",node_003229,node_002201
edge_003730,5840872621,5840872604,0,158054621,node_003230,node_003225
edge_003731,1771676846,1298050558,0,165628668,node_003231,node_004142
edge_003732,1771676846,325027458,0,1280637914,node_003231,node_000520
edge_003733,534553775,7223686826,0,42746990,node_003232,node_004927
edge_003734,734045359,380764721,0,30838709,node_003233,node_000200
edge_003735,1771676848,1771676849,0,165628709,node_003234,node_003235
edge_003736,1771676848,1771676846,0,165628668,node_003234,node_003231
edge_003737,1634854061,1767274372,0,165165372,node_003236,node_005053
edge_003738,1405150382,1405150272,0,"[126860176, 1041149106, 126860187, 126860197]",node_003237,node_003186
edge_003739,321561782,2588733784,0,"[29235824, 29235666, 1501584716, 29235823]",node_003239,node_004395
edge_003740,321561782,321563534,0,29235700,node_003239,node_003920
edge_003741,1634854066,1634854061,0,150585622,node_003240,node_003236
edge_003742,1771676857,333161788,0,"[29179113, 29179380, 155236081]",node_003242,node_003306
edge_003743,1771676857,1771676848,0,"[165628668, 165628717]",node_003242,node_003234
edge_003744,1634854070,1634854068,0,162586499,node_003243,node_003241
edge_003745,1634854070,1634854061,0,"[1154183057, 1066602707, 29314828]",node_003243,node_003236
edge_003746,1405150392,1405150382,0,"[1041149106, 1041149107, 126860188]",node_003244,node_003237
edge_003747,1405150392,1405150352,0,"[126860154, 334742229, 1041149102, 1041149103]",node_003244,node_003222
edge_003748,1634854074,1634854070,0,1202595983,node_003245,node_003243
edge_003749,1634854077,1634854074,0,150585646,node_003247,node_003245
edge_003750,1405150399,1405150444,0,"[334742232, 126860155]",node_003248,node_003271
edge_003751,1405150399,1405150376,0,126860191,node_003248,node_003228
edge_003752,734045382,9296390419,0,161807613,node_003249,node_003658
edge_003753,1634854089,1423628582,0,"[33679296, 33679297, 1154183054]",node_003250,node_002164
edge_003754,1634854092,1634854101,0,150585636,node_003251,node_003257
edge_003755,1634854092,1634854125,0,33679293,node_003251,node_003272
edge_003756,9792414925,35870348,0,150589513,node_003252,node_001900
edge_003757,1634854095,1634854089,0,150585630,node_003253,node_003250
edge_003758,9034966224,330837029,0,30041828,node_003254,node_003983
edge_003759,9034966224,7259089838,0,777822760,node_003254,node_003934
edge_003760,720692434,720692439,0,58074860,node_003255,node_003261
edge_003761,720692434,720692440,0,58074861,node_003255,node_003260
edge_003762,245114069,2048161740,0,194291843,node_003256,node_005093
edge_003763,9128469719,6015614639,0,638258310,node_003258,node_005743
edge_003764,321938647,279857191,0,155236070,node_003259,node_000620
edge_003765,9589548254,1532469763,0,"[139822648, 127464510, 139822679]",node_003263,node_002900
edge_003766,9589548254,9589548257,0,1041637030,node_003263,node_003264
edge_003767,1851958499,1851958835,0,174260696,node_003265,node_003410
edge_003768,1851958499,1851958826,0,174524099,node_003265,node_003403
edge_003769,5356987628,530724768,0,1155766805,node_003266,node_005067
edge_003770,5356987629,606988255,0,1156028213,node_003267,node_003549
edge_003771,5356987630,5356987683,0,1155944393,node_003268,node_003290
edge_003772,1771676911,325028365,0,165628697,node_003269,node_000771
edge_003773,1771676911,1361129439,0,"[165628867, 165628880, 165628881, 154526770, 165628857, 165628859, 165628860]",node_003269,node_004292
edge_003774,605267183,13746720646,0,1501584708,node_003270,node_001195
edge_003775,1634854125,1634854133,0,"[29201546, 233763419, 29201548]",node_003272,node_003281
edge_003776,1405150447,1405150376,0,"[126860153, 334742225]",node_003273,node_003228
edge_003777,1940022512,605439554,0,183597921,node_003274,node_000515
edge_003778,1940022512,605441448,0,334488833,node_003274,node_001071
edge_003779,1634854128,1634854108,0,150585633,node_003275,node_003262
edge_003780,1634854128,1634854089,0,29201575,node_003275,node_003250
edge_003781,5356987638,11551687830,0,555205147,node_003276,node_000347
edge_003782,1405150450,1703021419,0,126860131,node_003277,node_000890
edge_003783,1405150450,1703021220,0,1137492131,node_003277,node_000844
edge_003784,1634854130,1634854133,0,150585619,node_003278,node_003281
edge_003785,1405150453,9159868140,0,478367523,node_003279,node_005769
edge_003786,1405150454,1949685894,0,184477855,node_003280,node_002098
edge_003787,1634854133,1634854140,0,29201548,node_003281,node_003283
edge_003788,1940022522,1941971173,0,"[183785472, 183785476, 183785480, 183785484, 183785487, 183785490, 183788501, 412451514, 412451516]",node_003282,node_002788
edge_003789,1634854140,1634854149,0,150585625,node_003283,node_003286
edge_003790,1634854140,36704846,0,"[233763418, 5218029]",node_003283,node_001556
edge_003791,5356987652,5356987630,0,555205147,node_003285,node_003268
edge_003792,9722438938,9722442433,0,"[1058097346, 1058097348, 1280793061, 1058097350, 1058097355]",node_003288,node_004522
edge_003793,1940022558,1940022512,0,183597925,node_003289,node_003274
edge_003794,1940022558,1940022361,0,"[102413689, 102413713, 412451517]",node_003289,node_003200
edge_003795,5356987683,11529854693,0,1155944393,node_003290,node_002636
edge_003796,8714364196,2207736584,0,459197614,node_003291,node_003014
edge_003797,8714364195,4551069514,0,459197612,node_003292,node_001172
edge_003798,5356987685,2125894813,0,1156009680,node_003293,node_001749
edge_003799,5356987687,9123502617,0,555205145,node_003294,node_002240
edge_003800,5356987687,2125894738,0,969653757,node_003294,node_001724
edge_003801,10823591208,261615359,0,"[29235330, 116920074, 1360464944, 1360464945, 24150838, 22270614]",node_003295,node_004227
edge_003802,10923992364,10923992365,0,1091840784,node_003296,node_003300
edge_003803,5356987693,2125929629,0,1152984249,node_003297,node_002439
edge_003804,332948781,276094700,0,"[30558641, 30212629, 30558639]",node_003298,node_002640
edge_003805,10923992366,10923992369,0,172813937,node_003299,node_003301
edge_003806,10923992365,320898113,0,172813938,node_003300,node_000328
edge_003807,10923992369,11264475913,0,172813937,node_003301,node_000253
edge_003808,5356987699,8972992214,0,555205145,node_003302,node_005762
edge_003809,1940022579,605439844,0,"[183597913, 334488938, 183597916, 183597919]",node_003303,node_000574
edge_003810,1940022579,1940022558,0,"[1145602710, 412451515, 183785478]",node_003303,node_003289
edge_003811,332948793,332948781,0,"[30212636, 987360095, 30558655]",node_003305,node_003298
edge_003812,332948793,35870328,0,156338828,node_003305,node_001896
edge_003813,333161788,1771676527,0,"[155236081, 165628826, 29179369, 1188308798]",node_003306,node_003064
edge_003814,333161788,1771676746,0,165628800,node_003306,node_003191
edge_003815,356705597,12112763235,0,1307978795,node_003307,node_002179
edge_003816,5356987711,5356987638,0,555205147,node_003308,node_003276
edge_003817,321938755,981019246,0,29277038,node_003309,node_003806
edge_003818,332621124,1634865716,0,150586337,node_003310,node_001541
edge_003819,13258057029,4137571236,0,"[1505104697, 1393431849]",node_003311,node_001683
edge_003820,321938757,1253535141,0,109497828,node_003312,node_004120
edge_003821,321938757,1721478309,0,"[139339330, 913398380, 51391597, 183906132, 529753237, 529753238, 529753242, 529753244]",node_003312,node_004030
edge_003822,4019873093,320480198,0,"[251617922, 251617915, 29131309]",node_003313,node_003106
edge_003823,4019873093,7223512031,0,"[773874651, 399248921, 399248922, 399248923, 773874652]",node_003313,node_000929
edge_003824,4019873099,320480198,0,"[1189728976, 1189728977, 475953189]",node_003314,node_003106
edge_003825,4019873099,4019873114,0,"[1189728978, 1189728979, 399248924, 399248925, 399248926]",node_003314,node_003318
edge_003826,332948811,332948793,0,30212631,node_003315,node_003305
edge_003827,332948811,296298426,0,"[1127948026, 30558596]",node_003315,node_003531
edge_003828,605332821,605332832,0,47577360,node_003317,node_003322
edge_003829,4019873114,3447897552,0,251617929,node_003318,node_005691
edge_003830,4019873117,4019873114,0,"[251617920, 251617929, 251617919]",node_003320,node_003318
edge_003831,4019873117,7223512031,0,"[399248928, 399248929, 773874649, 773874650, 399248927]",node_003320,node_000929
edge_003832,3691210078,10682614998,0,238470231,node_003321,node_000359
edge_003833,605332832,605336923,0,167447905,node_003322,node_004787
edge_003834,9159845219,9728518694,0,1058742263,node_003323,node_003790
edge_003835,1771677027,1293134703,0,"[165628762, 165628791, 114108303]",node_003324,node_003910
edge_003836,1771677027,1293134756,0,"[164601688, 29229203, 114108301]",node_003324,node_003929
edge_003837,3691210084,419328837,0,1262458221,node_003325,node_004585
edge_003838,734045550,734045359,0,30838709,node_003327,node_003233
edge_003839,13258057075,13258057029,0,"[1505159480, 1505159473, 1505104697]",node_003329,node_003311
edge_003840,529343861,1854582148,0,234435447,node_003330,node_004113
edge_003841,604824949,9232283346,0,47502760,node_003331,node_004955
edge_003842,1361192318,1361192316,0,121657048,node_003333,node_003332
edge_003843,1361192318,239432543,0,"[865466544, 121988943]",node_003333,node_004603
edge_003844,1361192322,1293134755,0,"[865466545, 918613765]",node_003334,node_003928
edge_003845,7393142146,1772249222,0,"[790833172, 790833173, 790833174, 790833175, 790833176]",node_003335,node_002759
edge_003846,13258057091,13771177633,0,"[1505159492, 1505159485, 1444965118]",node_003336,node_005740
edge_003847,1361192326,1361192322,0,121657049,node_003337,node_003334
edge_003848,9671452040,9671452047,0,30041908,node_003338,node_003340
edge_003849,9671452040,12387726302,0,"[114917275, 1052373261]",node_003338,node_004652
edge_003850,734045580,2264144494,0,175598144,node_003339,node_002267
edge_003851,9671452047,9671463065,0,1066854246,node_003340,node_001337
edge_003852,9498305935,9498305949,0,172830893,node_003341,node_003346
edge_003853,9498305935,4580033524,0,172830893,node_003341,node_000317
edge_003854,11709932944,608738940,0,47577721,node_003342,node_002578
edge_003855,1771677081,1293134801,0,"[114108336, 165628784, 165628774]",node_003343,node_003954
edge_003856,1771677081,380733667,0,"[114108333, 154526750]",node_003343,node_000655
edge_003857,11541898649,4879747601,0,1144558217,node_003344,node_000775
edge_003858,11541898649,3604383560,0,1144558217,node_003344,node_000567
edge_003859,1851958684,530675117,0,"[188265913, 1024257547, 1024257548]",node_003345,node_004812
edge_003860,9498305949,9217760871,0,172830893,node_003346,node_002570
edge_003861,9498305949,9498305935,0,172830893,node_003346,node_003341
edge_003862,644621728,1361129073,0,40745414,node_003347,node_004190
edge_003863,5975877028,534575367,0,42747206,node_003348,node_005250
edge_003864,1571464615,35869368,0,143600491,node_003349,node_001601
edge_003865,1080698284,1654364524,0,331687272,node_003351,node_002183
edge_003866,644621743,644621728,0,50635595,node_003352,node_003347
edge_003867,644621745,644621751,0,50635597,node_003353,node_003355
edge_003868,644621745,644621990,0,"[40745415, 40745412, 178771262, 1124670039]",node_003353,node_003446
edge_003869,605332917,605333291,0,47577381,node_003354,node_003492
edge_003870,605332917,608738940,0,"[167438499, 167447908, 167447879]",node_003354,node_002578
edge_003871,644621751,1673211017,0,1124670037,node_003355,node_004015
edge_003872,849585608,1423051441,0,"[128883913, 158054641, 158054790]",node_003357,node_000849
edge_003873,849585608,849585653,0,317918543,node_003357,node_003375
edge_003874,1571464649,1571464647,0,143599433,node_003358,node_003356
edge_003875,1571464649,1745111581,0,"[240364711, 143599436, 240364725, 143599480, 143599485]",node_003358,node_000785
edge_003876,288040399,288040391,0,104246070,node_003360,node_003359
edge_003877,288040399,1610662333,0,147948014,node_003360,node_000141
edge_003878,1851958736,1851958835,0,174524072,node_003361,node_003410
edge_003879,1851958736,1851958684,0,"[174524112, 174524113, 174524071]",node_003361,node_003345
edge_003880,533603793,533603839,0,42660448,node_003362,node_003380
edge_003881,1571464659,1745111618,0,162652097,node_003363,node_000806
edge_003882,1571464659,1745111623,0,143599495,node_003363,node_000809
edge_003883,288040409,288040413,0,26295234,node_003364,node_003365
edge_003884,288040413,9063935593,0,"[26295347, 147948027]",node_003365,node_004187
edge_003885,605808100,1420909648,0,"[128620776, 47605858]",node_003366,node_002406
edge_003886,605808100,605804026,0,"[475953193, 47605522]",node_003366,node_001831
edge_003887,10676184554,10676277827,0,169088993,node_003367,node_001546
edge_003888,10676184555,345589595,0,150595806,node_003368,node_000572
edge_003889,10676184557,10676184555,0,169088978,node_003369,node_003368
edge_003890,12978038256,12978038258,0,249222429,node_003370,node_003371
edge_003891,12978038258,12616183863,0,1412279074,node_003371,node_004321
edge_003892,4759594482,2485914336,0,240894634,node_003373,node_000857
edge_003893,1814111733,1814111745,0,170261256,node_003374,node_003382
edge_003894,1814111733,233760912,0,169616152,node_003374,node_003623
edge_003895,332948978,35870323,0,30212678,node_003376,node_001895
edge_003896,332948978,321581073,0,"[167457546, 167457554, 1131868494, 30558567]",node_003376,node_004307
edge_003897,605283826,3202592439,0,"[314211344, 47575130, 314211358]",node_003377,node_004206
edge_003898,605283826,605283246,0,344715221,node_003377,node_003096
edge_003899,320644604,1977839405,0,42746714,node_003379,node_004241
edge_003900,320644604,320642194,0,"[29150259, 29150411]",node_003379,node_002432
edge_003901,533603839,533603887,0,42489346,node_003380,node_003406
edge_003902,530720255,605365025,0,"[1318045384, 169689377, 58757257]",node_003381,node_003023
edge_003903,332948996,332948381,0,144789871,node_003383,node_003086
edge_003904,332948996,332948781,0,30558630,node_003383,node_003298
edge_003905,1080698373,1014911825,0,"[331687330, 331687332, 152632069, 331687333, 331687335, 331687336, 331687338, 748952235, 954953707, 331687341, 748952237, 954953706, 331687320, 331687321, 331687324, 331687325, 331687327]",node_003384,node_001655
edge_003906,534554118,534553754,0,42747043,node_003385,node_003223
edge_003907,534554118,534553775,0,"[42746993, 251617923, 42746990]",node_003385,node_003232
edge_003908,332948997,332948996,0,1061807029,node_003386,node_003383
edge_003909,332948997,332948978,0,"[1127948025, 156338834, 1061807030, 156338823]",node_003386,node_003376
edge_003910,534554121,4019873117,0,"[251617927, 1246025523, 1246025524, 251617912, 251617917]",node_003387,node_003320
edge_003911,533603859,533603852,0,42660450,node_003391,node_003388
edge_003912,533603859,1359329272,0,220917825,node_003391,node_005113
edge_003913,605234709,605234722,0,"[47572044, 157838517, 47572045]",node_003392,node_003401
edge_003914,605234709,381941736,0,"[157838625, 157838578, 47572217]",node_003392,node_005109
edge_003915,332949013,35870320,0,156340976,node_003393,node_001893
edge_003916,9498306071,11100987756,0,172830893,node_003394,node_002845
edge_003917,9498306071,11098816251,0,172830893,node_003394,node_005775
edge_003918,534554137,534554121,0,42747045,node_003395,node_003387
edge_003919,9034901018,27484993,0,151072016,node_003396,node_003030
edge_003920,296953369,35861498,0,165628704,node_003397,node_004661
edge_003921,606070297,321567869,0,"[1202595978, 127017972, 127017858]",node_003398,node_005581
edge_003922,8498013722,8498012437,0,"[914820074, 914819900]",node_003399,node_001307
edge_003923,8498013722,8498013758,0,"[914820075, 914820079]",node_003399,node_003415
edge_003924,233760288,701736902,0,"[176576442, 169612234, 176576440]",node_003400,node_003539
edge_003925,233760288,1807828254,0,"[169616130, 169616155, 169616158]",node_003400,node_000388
edge_003926,605234722,381943751,0,660206618,node_003401,node_005835
edge_003927,605234723,288361789,0,"[157838626, 157838622, 33506623]",node_003402,node_001039
edge_003928,605234723,381943751,0,47571996,node_003402,node_005835
edge_003929,1851958826,9424307511,0,"[1099088417, 1099088418]",node_003403,node_000406
edge_003930,9034901034,1298068623,0,190441560,node_003404,node_004737
edge_003931,1930520107,1080697911,0,"[152632069, 182690215, 93228957, 152632056, 93228989]",node_003405,node_003175
edge_003932,533603887,533603895,0,42660451,node_003406,node_003412
edge_003933,533603887,533604390,0,"[1056891568, 150525116, 42660679]",node_003406,node_003586
edge_003934,4724057648,4712230072,0,104246079,node_003407,node_004034
edge_003935,1080698418,1930520107,0,"[331687276, 182690215]",node_003409,node_003405
edge_003936,1851958835,1988898168,0,"[188265926, 1024257545, 1024257546, 188265901, 174260696]",node_003410,node_004109
edge_003937,320906806,6219397899,0,529473039,node_003411,node_005438
edge_003938,533603896,533603859,0,220917825,node_003413,node_003391
edge_003939,343320123,1719120996,0,"[159810626, 159810645, 159810637, 159812366]",node_003414,node_004715
edge_003940,343320123,1719120932,0,"[159812369, 27035553, 159812364]",node_003414,node_004684
edge_003941,8498013758,8498013541,0,"[914820061, 914820057, 914820060, 914820077]",node_003415,node_003326
edge_003942,2312152643,2312152653,1,"[1300237158, 1377190671]",node_003416,node_003420
edge_003943,294118983,1634274079,0,150522781,node_003417,node_000874
edge_003944,533603912,533603896,0,42660452,node_003418,node_003413
edge_003945,605005386,605005542,0,1284439659,node_003419,node_003471
edge_003946,605005386,11816025322,0,47514775,node_003419,node_005604
edge_003947,2312152653,9238002533,0,1377190671,node_003420,node_005468
edge_003948,1408034393,1408034410,0,187044302,node_003421,node_003426
edge_003949,13271787102,10725927850,0,1153262129,node_003422,node_003932
edge_003950,13271787102,13271787153,0,1446453715,node_003422,node_003441
edge_003951,288040543,9702183071,0,146712626,node_003423,node_001334
edge_003952,288040543,9063939433,0,"[146712561, 1066398163]",node_003423,node_005657
edge_003953,981902953,1405150313,0,"[1201248818, 1201248819, 126860148]",node_003425,node_003203
edge_003954,1408034410,1408034393,0,187044302,node_003426,node_003421
edge_003955,1408034410,1408034429,0,187044302,node_003426,node_003431
edge_003956,1408034410,727245751,0,187044295,node_003426,node_003097
edge_003957,13271787114,13271787115,0,1446453719,node_003427,node_003428
edge_003958,13271787114,13745613130,0,1446453720,node_003427,node_003689
edge_003959,13271787117,12898557406,0,1393431851,node_003429,node_002519
edge_003960,13271787117,13271787153,0,1446453716,node_003429,node_003441
edge_003961,1408034429,1408034410,0,187044302,node_003431,node_003426
edge_003962,1408034429,338234154,0,187044296,node_003431,node_000877
edge_003963,1858446975,1190930466,0,175210687,node_003432,node_003583
edge_003964,981902983,1405150313,0,"[126860185, 126860194, 126860196]",node_003433,node_003203
edge_003965,1080698504,1930482937,0,182693448,node_003434,node_001777
edge_003966,1080698504,9177504034,0,"[1123473376, 1123473378, 1123473374]",node_003434,node_002160
edge_003967,605365901,6015613013,0,"[205395394, 29131829, 205395398, 205395399]",node_003435,node_005166
edge_003968,8587044494,3483409413,0,30042591,node_003436,node_002386
edge_003969,8587044495,10044919979,0,165628665,node_003437,node_001346
edge_003970,605349520,605351974,0,47577760,node_003438,node_004316
edge_003971,605349520,605351277,0,139831162,node_003438,node_004105
edge_003972,76457617,1819087356,0,103255971,node_003439,node_001523
edge_003973,296953489,1359329454,0,121399272,node_003440,node_005218
edge_003974,13271787153,13271787114,0,"[1446453715, 1446453719]",node_003441,node_003427
edge_003975,10184058515,1201534399,0,104129575,node_003442,node_004815
edge_003976,10184058515,10184074319,0,"[1300825854, 1113129287]",node_003442,node_003194
edge_003977,9498306206,280448265,0,172830893,node_003444,node_001023
edge_003978,9498306206,11100987756,0,172830893,node_003444,node_002845
edge_003979,1408034463,1408034410,0,"[1276013219, 31757284]",node_003445,node_003426
edge_003980,644621990,1891325726,0,"[178770930, 178770941]",node_003446,node_001946
edge_003981,644621990,644623088,0,"[29131548, 178771262]",node_003446,node_003849
edge_003982,296953511,296953562,0,27065915,node_003447,node_003469
edge_003983,12387919528,12387919529,0,120495389,node_003448,node_003449
