road_node_id,original_node_id,x,y
node_000431,10907403621,116.2334848,39.9061575
node_000432,534250856,116.2794173,39.8415569
node_000433,1837712744,116.5353212,39.9410341
node_000434,1074578793,116.532756,39.8406213
node_000435,746964335,116.439008,39.8862509
node_000436,1837712754,116.5326626,39.9416111
node_000437,534250868,116.27726,39.8491469
node_000438,534250872,116.2776038,39.8435216
node_000439,9345336699,116.3047041,39.8958367
node_000440,534250875,116.2790219,39.8411822
node_000441,1647461759,116.4427156,39.9024802
node_000442,320898440,116.2682636,39.9135352
node_000443,320898441,116.2679932,39.912811
node_000444,1837712785,116.5329967,39.943743
node_000445,387155347,116.3029427,39.9062743
node_000446,387155351,116.3019442,39.9070307
node_000447,1182696858,116.1359897,39.7525208
node_000448,387155354,116.3041195,39.9078619
node_000449,1182696859,116.1069194,39.7300884
node_000450,387155357,116.3004458,39.9062976
node_000451,387155358,116.3011158,39.9061421
node_000452,1837712794,116.531642,39.9458384
node_000453,387155360,116.3019374,39.9052769
node_000454,5202429340,116.6184252,39.8911393
node_000455,754402721,116.3850128,39.8558482
node_000456,387155364,116.304138,39.9056451
node_000457,1837712811,116.5786955,39.9516733
node_000458,1837712813,116.5787507,39.9523646
node_000459,1182696879,116.1358449,39.7530062
node_000460,604800433,116.305147,39.8800764
node_000461,387155378,116.3042899,39.9046128
node_000462,387155377,116.3028954,39.9061329
node_000463,387155384,116.3080644,39.9061403
node_000464,9094448568,116.3851593,39.8700627
node_000465,644629949,116.4149172,39.7682156
node_000466,644629950,116.414752,39.7683119
node_000467,9094448576,116.3840209,39.8708445
node_000468,644629954,116.4109222,39.7656956
node_000469,754517445,116.3437299,39.8953124
node_000470,1554253256,116.3234383,39.9370143
node_000471,11542201809,116.0602421,39.7260948
node_000472,644629969,116.3696763,39.7623974
node_000473,10004202971,116.1237534,40.175133
node_000474,1291601375,116.2207195,39.8440244
node_000475,1837712864,116.5764256,39.9686692
node_000476,3075540451,116.1240016,39.8868353
node_000477,2591114726,116.5824208,39.9967819
node_000478,1837712871,116.5765515,39.9700727
node_000479,2591114733,116.5840956,39.9983947
node_000480,3075540462,116.0955014,39.8812912
node_000481,2591114736,116.5843104,39.9986762
node_000482,3075540468,116.1121345,39.8831601
node_000483,9719891454,116.3901809,39.870857
node_000484,9719891455,116.3892895,39.8702407
node_000485,2591114755,116.5856336,39.9997811
node_000486,3075540484,116.1591851,39.8813264
node_000487,605259269,116.6975849,39.9477627
node_000488,644630022,116.3682116,39.767902
node_000489,644630023,116.3682953,39.7666159
node_000490,3075540491,116.0927929,39.8823836
node_000491,2591114763,116.5861332,40.0014351
node_000492,656033291,116.3491771,39.9403395
node_000493,656033293,116.3489694,39.9409512
node_000494,1869694478,116.2789533,39.8418958
node_000495,656033294,116.350309,39.9439774
node_000496,2591114764,116.5864655,40.0015025
node_000497,321717778,116.6234451,39.9054811
node_000498,2591114766,116.5867036,40.0016148
node_000499,644630029,116.3689246,39.7620577
node_000500,2591114767,116.5865453,40.0016774
node_000501,2591114765,116.586048,40.0015477
node_000502,656033303,116.3501698,39.9445851
node_000503,605439516,116.109834,39.7923843
node_000504,3075540509,116.0947422,39.8812336
node_000505,2591114785,116.5899208,40.0058976
node_000506,2591114787,116.5910034,40.0077651
node_000507,3075540516,116.1527935,39.8869001
node_000508,2591114791,116.5915546,40.0084138
node_000509,9828582953,116.3697732,39.9056784
node_000510,701171245,116.357285,40.007849
node_000511,64603697,116.4834402,39.9303835
node_000512,13115573819,116.5420161,39.8441023
node_000513,605341247,116.3361787,39.7772915
node_000514,9326249537,116.3918665,39.8693853
node_000515,605439554,116.1358862,39.7547937
node_000516,2503804486,116.6322445,39.9019121
node_000517,605439559,116.1355601,39.7536085
node_000518,35866207,116.2681673,39.9097471
node_000519,605226612,116.1489373,40.1291757
node_000520,325027458,116.2676797,39.9062841
node_000521,7393150604,116.0841975,39.7258395
node_000522,325027478,116.2677795,39.910553
node_000523,6944786087,116.3831295,39.749218
node_000524,6944786092,116.3786265,39.7348063
node_000525,10184033969,116.4365527,39.8923974
node_000526,10184033973,116.4383495,39.8923652
node_000527,1195165369,116.429919,39.9018658
node_000528,1195165370,116.4315294,39.8984085
node_000529,1195165372,116.436179,39.8973995
node_000530,6944786112,116.3810837,39.7418565
node_000531,6944786113,116.3806095,39.7418488
node_000532,12373722834,116.3151809,39.9060892
node_000533,384108245,116.4388543,39.8848681
node_000534,6944786137,116.3788916,39.7228009
node_000535,606930654,116.2790341,40.1744452
node_000536,9390786273,116.2522882,39.8597982
node_000537,606930657,116.2811351,40.1746606
node_000538,6944786148,116.3789746,39.7190042
node_000539,9794635492,116.415762,39.8698384
node_000540,1195165416,116.4269984,39.8994596
node_000541,9794635497,116.4161924,39.8698616
node_000542,1195165418,116.4365485,39.8962553
node_000543,1195165420,116.4298654,39.9001462
node_000544,321717998,116.6020463,39.9078102
node_000545,337495796,116.3094474,39.865965
node_000546,35866357,116.269154,39.9295989
node_000547,35866359,116.2683048,39.937503
node_000548,9705064186,116.4366594,39.8922706
node_000549,9110095611,116.3938085,39.8524029
node_000550,9865905917,116.1171017,39.8839867
node_000551,9110095614,116.3941273,39.8523943
node_000552,64603903,116.4836383,39.9296596
node_000553,337495817,116.3057977,39.8691711
node_000554,654165778,116.4477151,40.0138459
node_000555,654165793,116.4510305,40.0166421
node_000556,9400305445,116.2806537,39.8748455
node_000557,9400305457,116.2874163,39.8768788
node_000558,3604383538,116.0802045,39.6966939
node_000559,9400305458,116.2849839,39.8762058
node_000560,654165811,116.4489567,40.0151826
node_000561,9400305460,116.2859862,39.8764831
node_000562,701171510,116.3586875,40.0069212
node_000563,3604383546,116.0799603,39.6981454
node_000564,9378039611,116.357033,39.8979693
node_000565,495159104,116.1247117,39.9497491
node_000566,606930756,116.281811,40.1739474
node_000567,3604383560,116.0794506,39.7001443
node_000568,654165838,116.4487166,40.0131906
node_000569,495159120,116.2052729,39.9062025
node_000570,1405994835,116.6324467,39.901911
node_000571,11535877979,116.7046259,39.7190195
node_000572,345589595,116.4663891,39.9146056
node_000573,9400305501,116.2789034,39.8742517
node_000574,605439844,116.1357987,39.7485524
node_000575,3604383594,116.0766526,39.7055854
node_000576,11535877995,116.7055436,39.719215
node_000577,380094319,116.4507486,40.0068625
node_000578,380094321,116.4468969,40.0059685
node_000579,6506022772,116.2072235,39.7893679
node_000580,9721628535,116.1306432,39.9447861
node_000581,11535878013,116.7117653,39.7201096
node_000582,6818662281,116.4289607,39.9741351
node_000583,1194117020,116.700902,40.0350138
node_000584,2494924704,116.3171802,40.0258827
node_000585,606930858,116.2830809,40.1741626
node_000586,1840711595,116.4300385,39.8692218
node_000587,654165932,116.4473626,40.0091312
node_000588,1840711606,116.4358157,39.8693259
node_000589,1840711610,116.4342284,39.869374
node_000590,1840711611,116.4264471,39.8693885
node_000591,1840711613,116.4293465,39.869411
node_000592,1840711616,116.4306606,39.8694656
node_000593,1840711617,116.432389,39.8694746
node_000594,295061450,116.2219624,39.9952078
node_000595,1840711628,116.4226915,39.8695898
node_000596,1840711640,116.4219697,39.8697861
node_000597,11729799129,116.4342406,39.7719451
node_000598,11729799131,116.4377662,39.7693144
node_000599,11729799132,116.4382152,39.7691525
node_000600,1840711646,116.4160752,39.8699759
node_000601,9248114654,116.3095164,40.036632
node_000602,11729799136,116.4438426,39.7579207
node_000603,11729799139,116.4494545,39.7401968
node_000604,333170661,116.2676191,39.8896377
node_000605,1194117101,116.6627321,40.0357903
node_000606,605259759,116.6992184,39.9481654
node_000607,1840711668,116.4382465,39.8712593
node_000608,1840711672,116.4381528,39.871725
node_000609,2199144451,116.4497298,39.9071203
node_000610,1840711684,116.4385114,39.8733169
node_000611,2199144452,116.4475314,39.9071342
node_000612,2199144453,116.4493968,39.9072595
node_000613,2199144454,116.44795,39.9072606
node_000614,1840711689,116.4388856,39.8738877
node_000615,295061516,116.2183803,39.9943174
node_000616,403081240,116.4850425,39.9905415
node_000617,279857177,116.2719923,39.9704799
node_000618,403081253,116.4847942,39.9894288
node_000619,7279265831,116.6911271,39.8557912
node_000620,279857191,116.268091,39.9412697
node_000621,10293545012,116.2948389,39.9787907
node_000622,10293545013,116.2943714,39.9787751
node_000623,10293545014,116.2950321,39.9768977
node_000624,10293545015,116.2946274,39.9760133
node_000625,403081277,116.4907178,39.9945729
node_000626,403081288,116.4687295,40.0138937
node_000627,321718351,116.6150855,39.9051867
node_000628,1700841552,116.2221515,40.1686315
node_000629,1194117212,116.6580942,40.0348455
node_000630,1700841567,116.224561,40.1687696
node_000631,287967339,116.3421024,39.8632325
node_000632,6489737344,116.2874235,39.9587447
node_000633,6489737355,116.2900021,39.9339531
node_000634,6489737356,116.2901746,39.9338405
node_000635,605276312,116.4932144,39.7350462
node_000636,289114266,116.4937731,39.8164954
node_000637,330795167,116.2254895,40.1691209
node_000638,605259940,116.697507,39.9513129
node_000639,605259948,116.6976645,39.9492206
node_000640,677267630,116.4448421,39.9550402
node_000641,244467891,116.3525568,39.9857615
node_000642,1194117302,116.6927301,40.0384945
node_000643,6489737400,116.2904736,39.9255859
node_000644,1700841657,116.2311063,40.1694432
node_000645,6489737402,116.2917766,39.9226776
node_000646,6489737403,116.2922987,39.922671
