node,road_node_id,original_node_id,x,y,unique_neighbor_count,neighbor_node,in_degree,out_degree,connected_edge_count,connected_road_edge_ids,connected_highway,connected_name,connected_total_length_m,connected_oneway,connected_bridge,connected_tunnel
1634509669,node_003056,1634509669,116.4524088,39.9030102,1,1634509665,0,1,1,edge_003539,trunk_link,,95.90702178422617,TRUE,,
76456805,node_003058,76456805,116.4834329,39.9865436,1,1803692411,1,0,1,edge_004284,motorway_link,,452.1608776608116,TRUE,,
1634509681,node_003066,1634509681,116.4590457,39.903438,1,1634509680,1,0,1,edge_003549,trunk_link,,86.11886316346062,TRUE,,
1634509686,node_003071,1634509686,116.4653967,39.9037612,1,317995381,0,1,1,edge_003557,trunk_link,,105.38181556720312,TRUE,,
1634509687,node_003072,1634509687,116.4670764,39.9038221,1,317995380,1,0,1,edge_006141,trunk_link,,55.68604850065057,TRUE,,
1634509688,node_003075,1634509688,116.4758795,39.9039778,1,1634509692,0,1,1,edge_003562,trunk_link,,39.42029271475532,TRUE,,
1634509697,node_003080,1634509697,116.4763861,39.9042852,1,1634509693,0,1,1,edge_003567,trunk_link,,58.13239931900831,TRUE,,
64529291,node_003083,64529291,116.4590381,39.9067681,1,330837004,0,1,1,edge_003571,trunk_link,,69.7935163089484,TRUE,,
332948381,node_003086,332948381,116.3401291,39.8508354,1,332948996,1,0,1,edge_003903,trunk_link,,37.83083405815485,TRUE,,
321561505,node_003089,321561505,116.5719767,39.7537329,1,321561508,0,1,1,edge_003578,"['primary_link', 'motorway_link']",,281.50169119989283,TRUE,,
332948394,node_003092,332948394,116.334599,39.8478381,1,276094701,1,0,1,edge_003055,trunk_link,,48.34966082437666,TRUE,,
332948395,node_003093,332948395,116.3320961,39.8478152,1,276094647,0,1,1,edge_003582,trunk_link,,57.90279737305072,TRUE,,
604775360,node_003100,604775360,116.2949949,39.8798382,1,384341185,0,1,1,edge_003591,motorway_link,,73.63280986931102,TRUE,,
332948415,node_003101,332948415,116.3230387,39.84801,1,276094650,1,0,1,edge_003021,trunk_link,,83.80193510249761,TRUE,,
321938370,node_003103,321938370,116.2822038,39.9455587,1,2509408804,0,1,1,edge_003593,trunk,紫竹院路,171.02468073541698,TRUE,,
332948418,node_003104,332948418,116.3176764,39.8499816,1,276094656,0,1,1,edge_003594,trunk_link,,50.82994655349613,TRUE,,
9296257994,node_003107,9296257994,116.4002546,39.9064374,1,9063921184,1,0,1,edge_005604,trunk,东长安街,289.8691162338709,TRUE,,
9296257995,node_003108,9296257995,116.4005562,39.9064501,1,12492811785,0,1,1,edge_003598,trunk,东长安街,397.8738165776517,TRUE,,
604939223,node_003113,604939223,116.2971161,39.9712882,1,237539340,1,0,1,edge_001436,trunk_link,,70.19015972357138,TRUE,,
1836655582,node_003115,1836655582,116.2274253,39.8955259,1,320904434,1,0,1,edge_002840,trunk_link,,118.43350624841503,TRUE,,
1836655585,node_003118,1836655585,116.2499503,39.8955297,1,1836655589,0,1,1,edge_003607,trunk_link,,129.5894861601608,TRUE,,
604939234,node_003119,604939234,116.2938582,39.9866152,1,380731617,1,0,1,edge_000076,trunk_link,,569.5560704210365,TRUE,yes,
604939235,node_003120,604939235,116.2935851,39.9885858,1,1293134756,1,0,1,edge_004535,trunk_link,,47.89449629614956,TRUE,,
1870668770,node_003121,1870668770,116.4444103,39.9820649,1,1870668773,1,0,1,edge_003611,trunk_link,,51.01835474797944,TRUE,,
604939239,node_003125,604939239,116.2926848,39.9901186,1,1762186670,0,1,1,edge_003613,trunk_link,,72.07735598835212,TRUE,,
1363518436,node_003126,1363518436,116.4230624,39.8115058,1,1363518449,1,0,1,edge_003618,trunk_link,,76.76920018972449,TRUE,,
1870668782,node_003128,1870668782,116.3584024,39.9856354,1,296954078,1,0,1,edge_004216,trunk_link,,69.67318186309257,TRUE,,
1836655608,node_003138,1836655608,116.2498431,39.8959444,1,1836655602,1,0,1,edge_003621,trunk_link,,129.42391292417258,TRUE,,
1836655607,node_003139,1836655607,116.2276638,39.8959286,1,320904388,0,1,1,edge_003631,trunk_link,,138.5115593917263,TRUE,,
1836655610,node_003140,1836655610,116.2443765,39.8959486,1,1836655600,0,1,1,edge_003632,trunk_link,,212.14191836511975,TRUE,,
10931627000,node_003142,10931627000,116.2898733,39.9173006,1,1808755345,0,1,1,edge_003634,trunk,万寿路,77.66919121192083,TRUE,yes,
10931627002,node_003144,10931627002,116.2915392,39.9207923,1,10931643406,0,1,1,edge_003636,trunk_link,,69.12494002947881,TRUE,,
1870668811,node_003149,1870668811,116.4238606,39.987448,1,1870668812,1,0,1,edge_003642,trunk_link,,35.46421707225156,TRUE,,
1363518484,node_003155,1363518484,116.4196945,39.8172285,1,1363518482,0,1,1,edge_003649,trunk_link,,71.82935959356972,TRUE,,
1363518485,node_003156,1363518485,116.4204841,39.8170961,1,1363518483,1,0,1,edge_003647,trunk,,72.29011585395102,TRUE,,
528589846,node_003157,528589846,116.5364934,39.8683255,1,1406706295,0,1,1,edge_003650,motorway_link,,102.61302765388595,TRUE,,
1363518494,node_003159,1363518494,116.4153112,39.8234769,1,4583502016,1,0,1,edge_004996,trunk_link,,90.16189578270073,TRUE,,
1363518496,node_003161,1363518496,116.4158887,39.8236541,1,1363518500,0,1,1,edge_003655,trunk_link,,52.812319342794694,TRUE,,
1405150248,node_003164,1405150248,116.5810579,40.116822,1,1405150272,1,0,1,edge_003682,motorway_link,,629.0593071410273,TRUE,yes,
1226548267,node_003166,1226548267,116.3518813,39.966501,1,1226548248,1,0,1,edge_003651,trunk_link,,165.89974166253592,TRUE,,
533603372,node_003168,533603372,116.4049916,39.9678321,1,1359329272,0,1,1,edge_003661,trunk_link,,59.073423275832646,TRUE,,
322446384,node_003171,322446384,116.4151347,39.8690902,1,2515879234,0,1,1,edge_003665,trunk_link,,163.12744584359973,TRUE,yes,
331211822,node_003172,331211822,116.5273942,39.9085928,1,1304706958,1,0,1,edge_006742,motorway_link,,231.64112847074122,TRUE,,
331211827,node_003173,331211827,116.5192975,39.9081436,1,77305568,0,1,1,edge_003666,motorway_link,,247.8272759632045,TRUE,,
1363518526,node_003179,1363518526,116.4155524,39.8392337,1,2738796194,1,0,1,edge_005692,"['trunk', 'primary']",榴乡路,553.7735480896062,TRUE,yes,
1363518527,node_003180,1363518527,116.4153676,39.8392191,1,2738796036,0,1,1,edge_003674,"['trunk', 'primary']",榴乡路,479.7698936723264,TRUE,yes,
9999295556,node_003185,9999295556,116.3485388,39.9671836,1,1350996030,1,0,1,edge_001459,trunk_link,,25.500057061980634,TRUE,,
605283393,node_003187,605283393,116.2862686,39.688801,1,3642061507,0,1,1,edge_003684,motorway_link,,12.846514133238161,TRUE,,
332620877,node_003192,332620877,116.4280999,39.8575507,1,289273800,1,0,1,edge_005882,trunk_link,,68.8374627824907,TRUE,,
332620878,node_003195,332620878,116.4241556,39.8573099,1,332620555,0,1,1,edge_003692,trunk_link,,88.55591357173094,TRUE,,
332620881,node_003197,332620881,116.418344,39.8567891,1,296298425,1,0,1,edge_004087,trunk_link,,148.64136939945737,TRUE,,
1405150293,node_003198,1405150293,116.5186871,40.1188082,1,4716412415,1,0,1,edge_006610,motorway_link,,12.776177939060721,TRUE,,
332620885,node_003199,332620885,116.4195448,39.8565202,1,6390227805,1,0,1,edge_003532,trunk_link,,68.60197171511392,TRUE,,
1405150298,node_003201,1405150298,116.5187015,40.1189242,1,4716412416,0,1,1,edge_003695,motorway_link,,10.639478164788812,TRUE,,
1405150336,node_003208,1405150336,116.5193753,40.1210585,1,1405150325,0,1,1,edge_003704,motorway_link,,440.3931042297097,TRUE,,
1405150341,node_003210,1405150341,116.5194028,40.1211492,1,1405150332,1,0,1,edge_003703,motorway_link,,632.633555555984,TRUE,,
1634854023,node_003213,1634854023,116.4432266,39.8584026,1,1984814139,1,0,1,edge_002771,trunk_link,,72.46662775276657,TRUE,,
1634854025,node_003214,1634854025,116.4449371,39.8585615,1,35870781,0,1,1,edge_003710,trunk_link,,77.24809776140361,TRUE,,
1405150347,node_003217,1405150347,116.5484456,40.1212176,1,1405150382,0,1,1,edge_003714,motorway_link,,584.3666372332378,TRUE,,
1405150352,node_003222,1405150352,116.5484365,40.1212909,1,1405150392,1,0,1,edge_003747,motorway_link,,584.0502296991478,TRUE,yes,
1771676849,node_003235,1771676849,116.2683406,39.9070759,1,1771676848,1,0,1,edge_003735,trunk_link,,42.21477547020711,TRUE,,
1634854064,node_003238,1634854064,116.4514472,39.863539,1,1634854056,1,0,1,edge_003728,trunk_link,,78.17352062884085,TRUE,,
1634854066,node_003240,1634854066,116.4511454,39.8638891,1,1634854061,0,1,1,edge_003741,trunk_link,,89.17416430639678,TRUE,,
1634854068,node_003241,1634854068,116.453728,39.8661054,1,1634854070,1,0,1,edge_003744,trunk_link,,80.08010354205942,TRUE,,
1634854075,node_003246,1634854075,116.454882,39.8670234,1,35871124,1,0,1,edge_002551,trunk_link,,89.10450060841437,TRUE,,
